Namespace(Bern_lr=0.01, Inc1=1, Inc2=2, Inc3=3, Init='PPR', K=10, alpha=0.1, dataset='Pubmed', device=0, dprate=0.5, dropout=0.0, early_stopping=200, epochs=500, heads=8, hidden=32, lr=0.01, net='TSCGCN', output_heads=1, runs=1, seed=2108550661, train_rate=0.6, val_rate=0.2, weight_decay=0.0005)
---------------------------------------------
0 : train_loss tensor(0.8354)  val_loss tensor(0.9153)  tmp_train_acc 0.6140840307718319  tmp_test_acc 0.45754119138149557  test_acc 0.45754119138149557
11 : train_loss tensor(0.3058)  val_loss tensor(0.3709)  tmp_train_acc 0.8841829402316341  tmp_test_acc 0.8709759188846641  test_acc 0.8740177439797212
12 : train_loss tensor(0.3079)  val_loss tensor(0.3489)  tmp_train_acc 0.8826612562346775  tmp_test_acc 0.8755386565272497  test_acc 0.8740177439797212
13 : train_loss tensor(0.3141)  val_loss tensor(0.3644)  tmp_train_acc 0.8806323442387353  tmp_test_acc 0.8653992395437261  test_acc 0.8740177439797212
14 : train_loss tensor(0.3286)  val_loss tensor(0.3615)  tmp_train_acc 0.8730239242539521  tmp_test_acc 0.8747782002534854  test_acc 0.8740177439797212
15 : train_loss tensor(0.3200)  val_loss tensor(0.3709)  tmp_train_acc 0.8775044382449911  tmp_test_acc 0.8664131812420784  test_acc 0.8740177439797212
16 : train_loss tensor(0.3012)  val_loss tensor(0.3635)  tmp_train_acc 0.884352016231296  tmp_test_acc 0.8661596958174906  test_acc 0.8740177439797212
17 : train_loss tensor(0.2943)  val_loss tensor(0.3641)  tmp_train_acc 0.8883253022233494  tmp_test_acc 0.8681875792141952  test_acc 0.8740177439797212
18 : train_loss tensor(0.2988)  val_loss tensor(0.3489)  tmp_train_acc 0.8867190802265619  tmp_test_acc 0.8717363751584283  test_acc 0.8740177439797212
19 : train_loss tensor(0.2882)  val_loss tensor(0.3805)  tmp_train_acc 0.8889170682221659  tmp_test_acc 0.8615969581749049  test_acc 0.8740177439797212
20 : train_loss tensor(0.2890)  val_loss tensor(0.3601)  tmp_train_acc 0.8874799222250401  tmp_test_acc 0.8694550063371356  test_acc 0.8740177439797212
21 : train_loss tensor(0.2871)  val_loss tensor(0.3624)  tmp_train_acc 0.8908614422182771  tmp_test_acc 0.8704689480354879  test_acc 0.8740177439797212
22 : train_loss tensor(0.2845)  val_loss tensor(0.3813)  tmp_train_acc 0.8884943782230112  tmp_test_acc 0.8603295310519645  test_acc 0.8740177439797212
23 : train_loss tensor(0.2873)  val_loss tensor(0.3564)  tmp_train_acc 0.8892552202214895  tmp_test_acc 0.8689480354879594  test_acc 0.8740177439797212
24 : train_loss tensor(0.2961)  val_loss tensor(0.3473)  tmp_train_acc 0.8849437822301124  tmp_test_acc 0.8788339670468948  test_acc 0.8740177439797212
25 : train_loss tensor(0.2832)  val_loss tensor(0.3670)  tmp_train_acc 0.8917068222165863  tmp_test_acc 0.8692015209125477  test_acc 0.8740177439797212
26 : train_loss tensor(0.2831)  val_loss tensor(0.3687)  tmp_train_acc 0.8916222842167554  tmp_test_acc 0.8692015209125477  test_acc 0.8740177439797212
27 : train_loss tensor(0.2859)  val_loss tensor(0.3423)  tmp_train_acc 0.8879871502240257  tmp_test_acc 0.8714828897338402  test_acc 0.8740177439797212
28 : train_loss tensor(0.2814)  val_loss tensor(0.3891)  tmp_train_acc 0.8911150562177699  tmp_test_acc 0.8633713561470215  test_acc 0.8740177439797212
29 : train_loss tensor(0.2801)  val_loss tensor(0.3569)  tmp_train_acc 0.8911995942176009  tmp_test_acc 0.8709759188846641  test_acc 0.8740177439797212
30 : train_loss tensor(0.2802)  val_loss tensor(0.3586)  tmp_train_acc 0.8926367402147265  tmp_test_acc 0.8714828897338402  test_acc 0.8740177439797212
31 : train_loss tensor(0.2807)  val_loss tensor(0.3421)  tmp_train_acc 0.8928058162143884  tmp_test_acc 0.8742712294043092  test_acc 0.8740177439797212
32 : train_loss tensor(0.2735)  val_loss tensor(0.3706)  tmp_train_acc 0.8964409502071181  tmp_test_acc 0.867934093789607  test_acc 0.8740177439797212
33 : train_loss tensor(0.2871)  val_loss tensor(0.3416)  tmp_train_acc 0.8897624482204751  tmp_test_acc 0.876552598225602  test_acc 0.8740177439797212
34 : train_loss tensor(0.2781)  val_loss tensor(0.3570)  tmp_train_acc 0.895511032208978  tmp_test_acc 0.8704689480354879  test_acc 0.8740177439797212
35 : train_loss tensor(0.2764)  val_loss tensor(0.3518)  tmp_train_acc 0.8928903542142193  tmp_test_acc 0.8747782002534854  test_acc 0.8740177439797212
36 : train_loss tensor(0.2887)  val_loss tensor(0.3308)  tmp_train_acc 0.8906923662186153  tmp_test_acc 0.8785804816223066  test_acc 0.8785804816223066
37 : train_loss tensor(0.2785)  val_loss tensor(0.3758)  tmp_train_acc 0.8934821202130357  tmp_test_acc 0.8666666666666667  test_acc 0.8785804816223066
38 : train_loss tensor(0.2809)  val_loss tensor(0.3430)  tmp_train_acc 0.8940738862118522  tmp_test_acc 0.8757921419518376  test_acc 0.8785804816223066
39 : train_loss tensor(0.2770)  val_loss tensor(0.3663)  tmp_train_acc 0.8893397582213205  tmp_test_acc 0.8722433460076046  test_acc 0.8785804816223066
40 : train_loss tensor(0.2853)  val_loss tensor(0.3447)  tmp_train_acc 0.8905232902189534  tmp_test_acc 0.8768060836501901  test_acc 0.8785804816223066
41 : train_loss tensor(0.2733)  val_loss tensor(0.3778)  tmp_train_acc 0.8930594302138811  tmp_test_acc 0.8626108998732572  test_acc 0.8785804816223066
42 : train_loss tensor(0.2753)  val_loss tensor(0.3517)  tmp_train_acc 0.8935666582128667  tmp_test_acc 0.8816223067173637  test_acc 0.8785804816223066
43 : train_loss tensor(0.2743)  val_loss tensor(0.3538)  tmp_train_acc 0.8947501902104996  tmp_test_acc 0.8661596958174906  test_acc 0.8785804816223066
44 : train_loss tensor(0.2699)  val_loss tensor(0.3813)  tmp_train_acc 0.8972017922055963  tmp_test_acc 0.8598225602027885  test_acc 0.8785804816223066
45 : train_loss tensor(0.2795)  val_loss tensor(0.3280)  tmp_train_acc 0.895426494209147  tmp_test_acc 0.8803548795944233  test_acc 0.8803548795944233
46 : train_loss tensor(0.2748)  val_loss tensor(0.3569)  tmp_train_acc 0.8953419562093161  tmp_test_acc 0.8730038022813689  test_acc 0.8803548795944233
47 : train_loss tensor(0.2680)  val_loss tensor(0.3896)  tmp_train_acc 0.8950883422098234  tmp_test_acc 0.8580481622306716  test_acc 0.8803548795944233
48 : train_loss tensor(0.2734)  val_loss tensor(0.3556)  tmp_train_acc 0.8951728802096542  tmp_test_acc 0.8692015209125477  test_acc 0.8803548795944233
49 : train_loss tensor(0.2754)  val_loss tensor(0.3368)  tmp_train_acc 0.8939893482120213  tmp_test_acc 0.8808618504435995  test_acc 0.8803548795944233
50 : train_loss tensor(0.2686)  val_loss tensor(0.3619)  tmp_train_acc 0.8973708682052582  tmp_test_acc 0.8740177439797212  test_acc 0.8803548795944233
51 : train_loss tensor(0.2676)  val_loss tensor(0.3648)  tmp_train_acc 0.8975399442049201  tmp_test_acc 0.8684410646387832  test_acc 0.8803548795944233
52 : train_loss tensor(0.2667)  val_loss tensor(0.3673)  tmp_train_acc 0.89661002620678  tmp_test_acc 0.8664131812420784  test_acc 0.8803548795944233
53 : train_loss tensor(0.2705)  val_loss tensor(0.3412)  tmp_train_acc 0.89661002620678  tmp_test_acc 0.8780735107731306  test_acc 0.8803548795944233
54 : train_loss tensor(0.2663)  val_loss tensor(0.3512)  tmp_train_acc 0.8972863302054274  tmp_test_acc 0.873510773130545  test_acc 0.8803548795944233
55 : train_loss tensor(0.2705)  val_loss tensor(0.3865)  tmp_train_acc 0.897709020204582  tmp_test_acc 0.8623574144486692  test_acc 0.8803548795944233
56 : train_loss tensor(0.2712)  val_loss tensor(0.3754)  tmp_train_acc 0.8956801082086397  tmp_test_acc 0.8664131812420784  test_acc 0.8803548795944233
57 : train_loss tensor(0.2872)  val_loss tensor(0.3195)  tmp_train_acc 0.8889170682221659  tmp_test_acc 0.8874524714828897  test_acc 0.8874524714828897
58 : train_loss tensor(0.2722)  val_loss tensor(0.3958)  tmp_train_acc 0.8928903542142193  tmp_test_acc 0.8626108998732572  test_acc 0.8874524714828897
59 : train_loss tensor(0.2777)  val_loss tensor(0.3510)  tmp_train_acc 0.8947501902104996  tmp_test_acc 0.8740177439797212  test_acc 0.8874524714828897
60 : train_loss tensor(0.2648)  val_loss tensor(0.3689)  tmp_train_acc 0.89661002620678  tmp_test_acc 0.8648922686945499  test_acc 0.8874524714828897
61 : train_loss tensor(0.2728)  val_loss tensor(0.3528)  tmp_train_acc 0.8962718742074562  tmp_test_acc 0.8664131812420784  test_acc 0.8874524714828897
62 : train_loss tensor(0.2642)  val_loss tensor(0.3610)  tmp_train_acc 0.9000760841998479  tmp_test_acc 0.8666666666666667  test_acc 0.8874524714828897
63 : train_loss tensor(0.2655)  val_loss tensor(0.3673)  tmp_train_acc 0.8982162482035676  tmp_test_acc 0.8737642585551331  test_acc 0.8874524714828897
64 : train_loss tensor(0.2620)  val_loss tensor(0.3676)  tmp_train_acc 0.8986389382027221  tmp_test_acc 0.8656527249683145  test_acc 0.8874524714828897
65 : train_loss tensor(0.2737)  val_loss tensor(0.3341)  tmp_train_acc 0.895257418209485  tmp_test_acc 0.8785804816223066  test_acc 0.8874524714828897
66 : train_loss tensor(0.2629)  val_loss tensor(0.3588)  tmp_train_acc 0.901006002197988  tmp_test_acc 0.8709759188846641  test_acc 0.8874524714828897
67 : train_loss tensor(0.2614)  val_loss tensor(0.3573)  tmp_train_acc 0.8997379322005241  tmp_test_acc 0.8788339670468948  test_acc 0.8874524714828897
68 : train_loss tensor(0.2645)  val_loss tensor(0.3444)  tmp_train_acc 0.8997379322005241  tmp_test_acc 0.8745247148288974  test_acc 0.8874524714828897
69 : train_loss tensor(0.2684)  val_loss tensor(0.3505)  tmp_train_acc 0.897624482204751  tmp_test_acc 0.873510773130545  test_acc 0.8874524714828897
70 : train_loss tensor(0.2609)  val_loss tensor(0.3889)  tmp_train_acc 0.8999915462000169  tmp_test_acc 0.8648922686945499  test_acc 0.8874524714828897
71 : train_loss tensor(0.2569)  val_loss tensor(0.3714)  tmp_train_acc 0.9011750781976497  tmp_test_acc 0.8638783269961977  test_acc 0.8874524714828897
72 : train_loss tensor(0.2862)  val_loss tensor(0.3280)  tmp_train_acc 0.8894242962211514  tmp_test_acc 0.8861850443599493  test_acc 0.8874524714828897
73 : train_loss tensor(0.2624)  val_loss tensor(0.3886)  tmp_train_acc 0.8975399442049201  tmp_test_acc 0.861850443599493  test_acc 0.8874524714828897
74 : train_loss tensor(0.2776)  val_loss tensor(0.3341)  tmp_train_acc 0.8938202722123595  tmp_test_acc 0.8793409378960709  test_acc 0.8874524714828897
75 : train_loss tensor(0.2607)  val_loss tensor(0.4068)  tmp_train_acc 0.8981317102037366  tmp_test_acc 0.8532319391634983  test_acc 0.8874524714828897
76 : train_loss tensor(0.2668)  val_loss tensor(0.3499)  tmp_train_acc 0.8985544002028912  tmp_test_acc 0.8785804816223066  test_acc 0.8874524714828897
77 : train_loss tensor(0.2593)  val_loss tensor(0.3599)  tmp_train_acc 0.9015132301969735  tmp_test_acc 0.8732572877059569  test_acc 0.8874524714828897
78 : train_loss tensor(0.2663)  val_loss tensor(0.3329)  tmp_train_acc 0.9008369261983261  tmp_test_acc 0.8768060836501901  test_acc 0.8874524714828897
79 : train_loss tensor(0.2601)  val_loss tensor(0.3738)  tmp_train_acc 0.9013441541973117  tmp_test_acc 0.8656527249683145  test_acc 0.8874524714828897
80 : train_loss tensor(0.2565)  val_loss tensor(0.3726)  tmp_train_acc 0.9004987741990025  tmp_test_acc 0.8669201520912546  test_acc 0.8874524714828897
81 : train_loss tensor(0.2577)  val_loss tensor(0.3856)  tmp_train_acc 0.9010905401978189  tmp_test_acc 0.8633713561470215  test_acc 0.8874524714828897
82 : train_loss tensor(0.2658)  val_loss tensor(0.3899)  tmp_train_acc 0.8993152422013695  tmp_test_acc 0.8615969581749049  test_acc 0.8874524714828897
83 : train_loss tensor(0.2690)  val_loss tensor(0.3822)  tmp_train_acc 0.8961027982077944  tmp_test_acc 0.8656527249683145  test_acc 0.8874524714828897
84 : train_loss tensor(0.2675)  val_loss tensor(0.3442)  tmp_train_acc 0.9008369261983261  tmp_test_acc 0.8836501901140684  test_acc 0.8874524714828897
85 : train_loss tensor(0.2589)  val_loss tensor(0.3560)  tmp_train_acc 0.9012596161974807  tmp_test_acc 0.8702154626109  test_acc 0.8874524714828897
86 : train_loss tensor(0.2611)  val_loss tensor(0.3763)  tmp_train_acc 0.8974554062050892  tmp_test_acc 0.8702154626109  test_acc 0.8874524714828897
87 : train_loss tensor(0.2644)  val_loss tensor(0.3551)  tmp_train_acc 0.8986389382027221  tmp_test_acc 0.8740177439797212  test_acc 0.8874524714828897
88 : train_loss tensor(0.2552)  val_loss tensor(0.3717)  tmp_train_acc 0.9042184461915631  tmp_test_acc 0.8692015209125477  test_acc 0.8874524714828897
89 : train_loss tensor(0.2705)  val_loss tensor(0.3333)  tmp_train_acc 0.8996533942006933  tmp_test_acc 0.8813688212927757  test_acc 0.8874524714828897
90 : train_loss tensor(0.2595)  val_loss tensor(0.3632)  tmp_train_acc 0.9005833121988334  tmp_test_acc 0.8757921419518376  test_acc 0.8874524714828897
91 : train_loss tensor(0.2640)  val_loss tensor(0.3419)  tmp_train_acc 0.9023586101952827  tmp_test_acc 0.8775665399239544  test_acc 0.8874524714828897
92 : train_loss tensor(0.2641)  val_loss tensor(0.3638)  tmp_train_acc 0.8984698622030602  tmp_test_acc 0.8707224334600759  test_acc 0.8874524714828897
93 : train_loss tensor(0.2556)  val_loss tensor(0.3517)  tmp_train_acc 0.9031194521937611  tmp_test_acc 0.8732572877059569  test_acc 0.8874524714828897
94 : train_loss tensor(0.2557)  val_loss tensor(0.3465)  tmp_train_acc 0.903203990193592  tmp_test_acc 0.8755386565272497  test_acc 0.8874524714828897
95 : train_loss tensor(0.2524)  val_loss tensor(0.3676)  tmp_train_acc 0.9040493701919012  tmp_test_acc 0.8689480354879594  test_acc 0.8874524714828897
96 : train_loss tensor(0.2582)  val_loss tensor(0.3536)  tmp_train_acc 0.9014286921971426  tmp_test_acc 0.8768060836501901  test_acc 0.8874524714828897
97 : train_loss tensor(0.2513)  val_loss tensor(0.3610)  tmp_train_acc 0.9048947501902105  tmp_test_acc 0.8717363751584283  test_acc 0.8874524714828897
98 : train_loss tensor(0.2576)  val_loss tensor(0.3563)  tmp_train_acc 0.9019359201961281  tmp_test_acc 0.8681875792141952  test_acc 0.8874524714828897
99 : train_loss tensor(0.2522)  val_loss tensor(0.3787)  tmp_train_acc 0.9036266801927466  tmp_test_acc 0.8697084917617237  test_acc 0.8874524714828897
100 : train_loss tensor(0.2628)  val_loss tensor(0.3671)  tmp_train_acc 0.8966945642066109  tmp_test_acc 0.8730038022813689  test_acc 0.8874524714828897
101 : train_loss tensor(0.2552)  val_loss tensor(0.3651)  tmp_train_acc 0.9037957561924085  tmp_test_acc 0.8697084917617237  test_acc 0.8874524714828897
102 : train_loss tensor(0.2594)  val_loss tensor(0.3539)  tmp_train_acc 0.9008369261983261  tmp_test_acc 0.8745247148288974  test_acc 0.8874524714828897
103 : train_loss tensor(0.2582)  val_loss tensor(0.3561)  tmp_train_acc 0.9004987741990025  tmp_test_acc 0.8775665399239544  test_acc 0.8874524714828897
104 : train_loss tensor(0.2604)  val_loss tensor(0.3356)  tmp_train_acc 0.9023586101952827  tmp_test_acc 0.8806083650190114  test_acc 0.8874524714828897
105 : train_loss tensor(0.2572)  val_loss tensor(0.3870)  tmp_train_acc 0.8986389382027221  tmp_test_acc 0.8666666666666667  test_acc 0.8874524714828897
106 : train_loss tensor(0.2601)  val_loss tensor(0.3508)  tmp_train_acc 0.9015132301969735  tmp_test_acc 0.8790874524714829  test_acc 0.8874524714828897
107 : train_loss tensor(0.2488)  val_loss tensor(0.3836)  tmp_train_acc 0.9048947501902105  tmp_test_acc 0.8669201520912546  test_acc 0.8874524714828897
108 : train_loss tensor(0.2577)  val_loss tensor(0.3532)  tmp_train_acc 0.9037957561924085  tmp_test_acc 0.8788339670468948  test_acc 0.8874524714828897
109 : train_loss tensor(0.2523)  val_loss tensor(0.4052)  tmp_train_acc 0.9034576041930847  tmp_test_acc 0.8580481622306716  test_acc 0.8874524714828897
110 : train_loss tensor(0.2556)  val_loss tensor(0.3630)  tmp_train_acc 0.8990616282018767  tmp_test_acc 0.8730038022813689  test_acc 0.8874524714828897
111 : train_loss tensor(0.2618)  val_loss tensor(0.3375)  tmp_train_acc 0.903203990193592  tmp_test_acc 0.885171102661597  test_acc 0.8874524714828897
112 : train_loss tensor(0.2548)  val_loss tensor(0.3935)  tmp_train_acc 0.9017668441964664  tmp_test_acc 0.8608365019011407  test_acc 0.8874524714828897
113 : train_loss tensor(0.2694)  val_loss tensor(0.3365)  tmp_train_acc 0.8979626342040747  tmp_test_acc 0.8816223067173637  test_acc 0.8874524714828897
114 : train_loss tensor(0.2651)  val_loss tensor(0.3373)  tmp_train_acc 0.9005833121988334  tmp_test_acc 0.8785804816223066  test_acc 0.8874524714828897
115 : train_loss tensor(0.2540)  val_loss tensor(0.3778)  tmp_train_acc 0.9026122241947756  tmp_test_acc 0.864131812420786  test_acc 0.8874524714828897
116 : train_loss tensor(0.2512)  val_loss tensor(0.3608)  tmp_train_acc 0.9060782821878435  tmp_test_acc 0.8745247148288974  test_acc 0.8874524714828897
117 : train_loss tensor(0.2549)  val_loss tensor(0.3717)  tmp_train_acc 0.9026967621946065  tmp_test_acc 0.8659062103929024  test_acc 0.8874524714828897
118 : train_loss tensor(0.2585)  val_loss tensor(0.3680)  tmp_train_acc 0.9006678501986644  tmp_test_acc 0.8747782002534854  test_acc 0.8874524714828897
119 : train_loss tensor(0.2546)  val_loss tensor(0.3582)  tmp_train_acc 0.9027813001944374  tmp_test_acc 0.8762991128010139  test_acc 0.8874524714828897
120 : train_loss tensor(0.2488)  val_loss tensor(0.3651)  tmp_train_acc 0.9028658381942684  tmp_test_acc 0.8717363751584283  test_acc 0.8874524714828897
121 : train_loss tensor(0.2536)  val_loss tensor(0.3730)  tmp_train_acc 0.9022740721954519  tmp_test_acc 0.8676806083650191  test_acc 0.8874524714828897
122 : train_loss tensor(0.2527)  val_loss tensor(0.3477)  tmp_train_acc 0.9057401301885196  tmp_test_acc 0.8762991128010139  test_acc 0.8874524714828897
123 : train_loss tensor(0.2553)  val_loss tensor(0.3619)  tmp_train_acc 0.9049792881900415  tmp_test_acc 0.8686945500633715  test_acc 0.8874524714828897
124 : train_loss tensor(0.2577)  val_loss tensor(0.3533)  tmp_train_acc 0.9026122241947756  tmp_test_acc 0.8762991128010139  test_acc 0.8874524714828897
125 : train_loss tensor(0.2647)  val_loss tensor(0.3786)  tmp_train_acc 0.8993152422013695  tmp_test_acc 0.8686945500633715  test_acc 0.8874524714828897
126 : train_loss tensor(0.2560)  val_loss tensor(0.3412)  tmp_train_acc 0.9033730661932539  tmp_test_acc 0.8783269961977186  test_acc 0.8874524714828897
127 : train_loss tensor(0.2466)  val_loss tensor(0.3783)  tmp_train_acc 0.9075154281849691  tmp_test_acc 0.8666666666666667  test_acc 0.8874524714828897
128 : train_loss tensor(0.2564)  val_loss tensor(0.3479)  tmp_train_acc 0.9003296981993406  tmp_test_acc 0.8795944233206591  test_acc 0.8874524714828897
129 : train_loss tensor(0.2598)  val_loss tensor(0.3430)  tmp_train_acc 0.8995688562008622  tmp_test_acc 0.8836501901140684  test_acc 0.8874524714828897
130 : train_loss tensor(0.2521)  val_loss tensor(0.3695)  tmp_train_acc 0.9033730661932539  tmp_test_acc 0.8653992395437261  test_acc 0.8874524714828897
131 : train_loss tensor(0.2578)  val_loss tensor(0.3587)  tmp_train_acc 0.9017668441964664  tmp_test_acc 0.8737642585551331  test_acc 0.8874524714828897
132 : train_loss tensor(0.2536)  val_loss tensor(0.3521)  tmp_train_acc 0.902189534195621  tmp_test_acc 0.8742712294043092  test_acc 0.8874524714828897
133 : train_loss tensor(0.2484)  val_loss tensor(0.3566)  tmp_train_acc 0.9038802941922394  tmp_test_acc 0.8717363751584283  test_acc 0.8874524714828897
134 : train_loss tensor(0.2588)  val_loss tensor(0.3406)  tmp_train_acc 0.9003296981993406  tmp_test_acc 0.8775665399239544  test_acc 0.8874524714828897
135 : train_loss tensor(0.2555)  val_loss tensor(0.3698)  tmp_train_acc 0.9009214641981571  tmp_test_acc 0.8707224334600759  test_acc 0.8874524714828897
136 : train_loss tensor(0.2601)  val_loss tensor(0.3412)  tmp_train_acc 0.9006678501986644  tmp_test_acc 0.8813688212927757  test_acc 0.8874524714828897
137 : train_loss tensor(0.2530)  val_loss tensor(0.3587)  tmp_train_acc 0.9034576041930847  tmp_test_acc 0.8712294043092522  test_acc 0.8874524714828897
138 : train_loss tensor(0.2551)  val_loss tensor(0.3644)  tmp_train_acc 0.9038802941922394  tmp_test_acc 0.8760456273764259  test_acc 0.8874524714828897
139 : train_loss tensor(0.2526)  val_loss tensor(0.3724)  tmp_train_acc 0.9048947501902105  tmp_test_acc 0.8699619771863117  test_acc 0.8874524714828897
140 : train_loss tensor(0.2760)  val_loss tensor(0.3189)  tmp_train_acc 0.8962718742074562  tmp_test_acc 0.8889733840304183  test_acc 0.8889733840304183
141 : train_loss tensor(0.2646)  val_loss tensor(0.3569)  tmp_train_acc 0.8995688562008622  tmp_test_acc 0.8798479087452471  test_acc 0.8889733840304183
142 : train_loss tensor(0.2482)  val_loss tensor(0.3837)  tmp_train_acc 0.9051483641897032  tmp_test_acc 0.867934093789607  test_acc 0.8889733840304183
143 : train_loss tensor(0.2518)  val_loss tensor(0.3738)  tmp_train_acc 0.9027813001944374  tmp_test_acc 0.8709759188846641  test_acc 0.8889733840304183
144 : train_loss tensor(0.2529)  val_loss tensor(0.4183)  tmp_train_acc 0.9008369261983261  tmp_test_acc 0.8527249683143219  test_acc 0.8889733840304183
145 : train_loss tensor(0.3111)  val_loss tensor(0.5450)  tmp_train_acc 0.8772508242454984  tmp_test_acc 0.8111533586818759  test_acc 0.8889733840304183
146 : train_loss tensor(0.2595)  val_loss tensor(0.3937)  tmp_train_acc 0.8993997802012005  tmp_test_acc 0.8605830164765526  test_acc 0.8889733840304183
147 : train_loss tensor(0.2571)  val_loss tensor(0.3630)  tmp_train_acc 0.9002451601995097  tmp_test_acc 0.867934093789607  test_acc 0.8889733840304183
148 : train_loss tensor(0.2687)  val_loss tensor(0.4129)  tmp_train_acc 0.8937357342125285  tmp_test_acc 0.8527249683143219  test_acc 0.8889733840304183
149 : train_loss tensor(0.2504)  val_loss tensor(0.3828)  tmp_train_acc 0.9026967621946065  tmp_test_acc 0.8666666666666667  test_acc 0.8889733840304183
150 : train_loss tensor(0.2478)  val_loss tensor(0.3865)  tmp_train_acc 0.904387522191225  tmp_test_acc 0.8646387832699621  test_acc 0.8889733840304183
151 : train_loss tensor(0.2473)  val_loss tensor(0.3828)  tmp_train_acc 0.9051483641897032  tmp_test_acc 0.867173637515843  test_acc 0.8889733840304183
152 : train_loss tensor(0.2574)  val_loss tensor(0.4271)  tmp_train_acc 0.8978780962042439  tmp_test_acc 0.85297845373891  test_acc 0.8889733840304183
153 : train_loss tensor(0.2558)  val_loss tensor(0.4050)  tmp_train_acc 0.9005833121988334  tmp_test_acc 0.8598225602027885  test_acc 0.8889733840304183
154 : train_loss tensor(0.2449)  val_loss tensor(0.3851)  tmp_train_acc 0.9052329021895342  tmp_test_acc 0.8636248415716097  test_acc 0.8889733840304183
155 : train_loss tensor(0.2461)  val_loss tensor(0.3905)  tmp_train_acc 0.9052329021895342  tmp_test_acc 0.8610899873257287  test_acc 0.8889733840304183
156 : train_loss tensor(0.2528)  val_loss tensor(0.3561)  tmp_train_acc 0.9022740721954519  tmp_test_acc 0.8773130544993663  test_acc 0.8889733840304183
157 : train_loss tensor(0.2460)  val_loss tensor(0.3788)  tmp_train_acc 0.9048947501902105  tmp_test_acc 0.8666666666666667  test_acc 0.8889733840304183
158 : train_loss tensor(0.2474)  val_loss tensor(0.3461)  tmp_train_acc 0.9075154281849691  tmp_test_acc 0.8788339670468948  test_acc 0.8889733840304183
159 : train_loss tensor(0.2573)  val_loss tensor(0.4153)  tmp_train_acc 0.9013441541973117  tmp_test_acc 0.8532319391634983  test_acc 0.8889733840304183
160 : train_loss tensor(0.2812)  val_loss tensor(0.4090)  tmp_train_acc 0.8897624482204751  tmp_test_acc 0.8610899873257287  test_acc 0.8889733840304183
161 : train_loss tensor(0.2492)  val_loss tensor(0.3645)  tmp_train_acc 0.9044720601910559  tmp_test_acc 0.8694550063371356  test_acc 0.8889733840304183
162 : train_loss tensor(0.2497)  val_loss tensor(0.3762)  tmp_train_acc 0.9058246681883507  tmp_test_acc 0.8669201520912546  test_acc 0.8889733840304183
163 : train_loss tensor(0.2473)  val_loss tensor(0.3936)  tmp_train_acc 0.9064164341871671  tmp_test_acc 0.8643852978453739  test_acc 0.8889733840304183
164 : train_loss tensor(0.2495)  val_loss tensor(0.4170)  tmp_train_acc 0.9051483641897032  tmp_test_acc 0.8466413181242078  test_acc 0.8889733840304183
165 : train_loss tensor(0.2515)  val_loss tensor(0.4142)  tmp_train_acc 0.9004987741990025  tmp_test_acc 0.8552598225602028  test_acc 0.8889733840304183
166 : train_loss tensor(0.2520)  val_loss tensor(0.4062)  tmp_train_acc 0.9019359201961281  tmp_test_acc 0.8572877059569075  test_acc 0.8889733840304183
