Namespace(Bern_lr=0.01, Inc1=1, Inc2=2, Inc3=3, Init='PPR', K=10, alpha=0.1, dataset='Pubmed', device=0, dprate=0.5, dropout=0.0, early_stopping=200, epochs=500, heads=8, hidden=32, lr=0.01, net='TSCGCN', output_heads=1, runs=1, seed=2108550661, train_rate=0.9, val_rate=0.09, weight_decay=0.0005)
---------------------------------------------
0 : train_loss tensor(0.6844)  val_loss tensor(0.6725)  tmp_train_acc 0.8080085357434256  tmp_test_acc 0.8133399701343952  test_acc 0.8133399701343952
11 : train_loss tensor(0.2630)  val_loss tensor(0.2928)  tmp_train_acc 0.9040356492813657  tmp_test_acc 0.8944748631159781  test_acc 0.8944748631159781
12 : train_loss tensor(0.2545)  val_loss tensor(0.3190)  tmp_train_acc 0.9085545722713865  tmp_test_acc 0.8914883026381284  test_acc 0.8944748631159781
13 : train_loss tensor(0.2491)  val_loss tensor(0.2753)  tmp_train_acc 0.9098098286575033  tmp_test_acc 0.9064211050273768  test_acc 0.9064211050273768
14 : train_loss tensor(0.2429)  val_loss tensor(0.2949)  tmp_train_acc 0.9104374568505617  tmp_test_acc 0.9004479840716775  test_acc 0.9064211050273768
15 : train_loss tensor(0.2425)  val_loss tensor(0.2836)  tmp_train_acc 0.9104374568505617  tmp_test_acc 0.9029367844698855  test_acc 0.9064211050273768
16 : train_loss tensor(0.2382)  val_loss tensor(0.2862)  tmp_train_acc 0.9134500721772422  tmp_test_acc 0.8994524639123941  test_acc 0.9064211050273768
17 : train_loss tensor(0.2372)  val_loss tensor(0.2870)  tmp_train_acc 0.9143915144668299  tmp_test_acc 0.8999502239920358  test_acc 0.9064211050273768
18 : train_loss tensor(0.2364)  val_loss tensor(0.2979)  tmp_train_acc 0.9126969183455721  tmp_test_acc 0.8954703832752613  test_acc 0.9064211050273768
19 : train_loss tensor(0.2383)  val_loss tensor(0.2888)  tmp_train_acc 0.9118182388752902  tmp_test_acc 0.9029367844698855  test_acc 0.9064211050273768
20 : train_loss tensor(0.2501)  val_loss tensor(0.2854)  tmp_train_acc 0.9064206364149877  tmp_test_acc 0.8989547038327527  test_acc 0.9064211050273768
21 : train_loss tensor(0.2375)  val_loss tensor(0.3165)  tmp_train_acc 0.9122575786104312  tmp_test_acc 0.8914883026381284  test_acc 0.9064211050273768
22 : train_loss tensor(0.2367)  val_loss tensor(0.2997)  tmp_train_acc 0.9089939120065273  tmp_test_acc 0.89198606271777  test_acc 0.9064211050273768
23 : train_loss tensor(0.2267)  val_loss tensor(0.2799)  tmp_train_acc 0.9165254503232285  tmp_test_acc 0.9029367844698855  test_acc 0.9064211050273768
24 : train_loss tensor(0.2243)  val_loss tensor(0.2850)  tmp_train_acc 0.9179062323479571  tmp_test_acc 0.9064211050273768  test_acc 0.9064211050273768
25 : train_loss tensor(0.2263)  val_loss tensor(0.2945)  tmp_train_acc 0.9172786041548985  tmp_test_acc 0.8979591836734694  test_acc 0.9064211050273768
26 : train_loss tensor(0.2305)  val_loss tensor(0.2784)  tmp_train_acc 0.9163999246846168  tmp_test_acc 0.9059233449477352  test_acc 0.9064211050273768
27 : train_loss tensor(0.2208)  val_loss tensor(0.2929)  tmp_train_acc 0.9174668926128161  tmp_test_acc 0.9034345445495271  test_acc 0.9064211050273768
28 : train_loss tensor(0.2212)  val_loss tensor(0.3029)  tmp_train_acc 0.9161488734073935  tmp_test_acc 0.9014435042309608  test_acc 0.9064211050273768
29 : train_loss tensor(0.2180)  val_loss tensor(0.2907)  tmp_train_acc 0.9178434695286513  tmp_test_acc 0.9009457441513191  test_acc 0.9064211050273768
30 : train_loss tensor(0.2153)  val_loss tensor(0.2842)  tmp_train_acc 0.9204167451201908  tmp_test_acc 0.9064211050273768  test_acc 0.9064211050273768
31 : train_loss tensor(0.2152)  val_loss tensor(0.2780)  tmp_train_acc 0.9211071361325551  tmp_test_acc 0.9069188651070185  test_acc 0.9064211050273768
32 : train_loss tensor(0.2161)  val_loss tensor(0.2708)  tmp_train_acc 0.921546475867696  tmp_test_acc 0.9079143852663016  test_acc 0.9079143852663016
33 : train_loss tensor(0.2205)  val_loss tensor(0.2840)  tmp_train_acc 0.9200401682043557  tmp_test_acc 0.9039323046291687  test_acc 0.9079143852663016
34 : train_loss tensor(0.2284)  val_loss tensor(0.3077)  tmp_train_acc 0.9140777003703007  tmp_test_acc 0.8904927824788452  test_acc 0.9079143852663016
35 : train_loss tensor(0.2197)  val_loss tensor(0.3081)  tmp_train_acc 0.9180945208058746  tmp_test_acc 0.8959681433549029  test_acc 0.9079143852663016
36 : train_loss tensor(0.2226)  val_loss tensor(0.2877)  tmp_train_acc 0.9142659888282182  tmp_test_acc 0.8994524639123941  test_acc 0.9079143852663016
37 : train_loss tensor(0.2180)  val_loss tensor(0.2943)  tmp_train_acc 0.9152074311178058  tmp_test_acc 0.9019412643106023  test_acc 0.9079143852663016
38 : train_loss tensor(0.2099)  val_loss tensor(0.3125)  tmp_train_acc 0.9229272578924246  tmp_test_acc 0.8994524639123941  test_acc 0.9079143852663016
39 : train_loss tensor(0.2182)  val_loss tensor(0.2729)  tmp_train_acc 0.9196635912885207  tmp_test_acc 0.9034345445495271  test_acc 0.9079143852663016
40 : train_loss tensor(0.2125)  val_loss tensor(0.2985)  tmp_train_acc 0.9222996296993661  tmp_test_acc 0.9034345445495271  test_acc 0.9079143852663016
41 : train_loss tensor(0.2075)  val_loss tensor(0.2980)  tmp_train_acc 0.9221113412414486  tmp_test_acc 0.9029367844698855  test_acc 0.9079143852663016
42 : train_loss tensor(0.2139)  val_loss tensor(0.2966)  tmp_train_acc 0.9174668926128161  tmp_test_acc 0.9014435042309608  test_acc 0.9079143852663016
43 : train_loss tensor(0.2069)  val_loss tensor(0.2968)  tmp_train_acc 0.9226762066152011  tmp_test_acc 0.9064211050273768  test_acc 0.9079143852663016
44 : train_loss tensor(0.1996)  val_loss tensor(0.2813)  tmp_train_acc 0.9275717065210569  tmp_test_acc 0.9039323046291687  test_acc 0.9079143852663016
45 : train_loss tensor(0.2048)  val_loss tensor(0.2936)  tmp_train_acc 0.9265675014121635  tmp_test_acc 0.9029367844698855  test_acc 0.9079143852663016
46 : train_loss tensor(0.2154)  val_loss tensor(0.2917)  tmp_train_acc 0.9202912194815791  tmp_test_acc 0.9029367844698855  test_acc 0.9079143852663016
47 : train_loss tensor(0.2021)  val_loss tensor(0.2747)  tmp_train_acc 0.9261909244963283  tmp_test_acc 0.9069188651070185  test_acc 0.9079143852663016
48 : train_loss tensor(0.2184)  val_loss tensor(0.3270)  tmp_train_acc 0.9133873093579363  tmp_test_acc 0.89198606271777  test_acc 0.9079143852663016
49 : train_loss tensor(0.1981)  val_loss tensor(0.2945)  tmp_train_acc 0.9276972321596686  tmp_test_acc 0.9039323046291687  test_acc 0.9079143852663016
50 : train_loss tensor(0.2016)  val_loss tensor(0.2757)  tmp_train_acc 0.9276344693403628  tmp_test_acc 0.90741662518666  test_acc 0.9079143852663016
51 : train_loss tensor(0.2054)  val_loss tensor(0.2827)  tmp_train_acc 0.9254377706646583  tmp_test_acc 0.904927824788452  test_acc 0.9079143852663016
52 : train_loss tensor(0.1994)  val_loss tensor(0.3024)  tmp_train_acc 0.9239942258206238  tmp_test_acc 0.9064211050273768  test_acc 0.9079143852663016
53 : train_loss tensor(0.2054)  val_loss tensor(0.3077)  tmp_train_acc 0.9204167451201908  tmp_test_acc 0.9009457441513191  test_acc 0.9079143852663016
54 : train_loss tensor(0.1963)  val_loss tensor(0.2848)  tmp_train_acc 0.9258143475804933  tmp_test_acc 0.9084121453459433  test_acc 0.9079143852663016
55 : train_loss tensor(0.1907)  val_loss tensor(0.2857)  tmp_train_acc 0.9300194564739848  tmp_test_acc 0.9084121453459433  test_acc 0.9079143852663016
56 : train_loss tensor(0.1902)  val_loss tensor(0.2749)  tmp_train_acc 0.9304587962091257  tmp_test_acc 0.9099054255848681  test_acc 0.9079143852663016
57 : train_loss tensor(0.1959)  val_loss tensor(0.2875)  tmp_train_acc 0.9310864244021841  tmp_test_acc 0.9034345445495271  test_acc 0.9079143852663016
58 : train_loss tensor(0.2002)  val_loss tensor(0.2885)  tmp_train_acc 0.9284503859913389  tmp_test_acc 0.9039323046291687  test_acc 0.9079143852663016
59 : train_loss tensor(0.1918)  val_loss tensor(0.2872)  tmp_train_acc 0.928764200087868  tmp_test_acc 0.9069188651070185  test_acc 0.9079143852663016
60 : train_loss tensor(0.2057)  val_loss tensor(0.3002)  tmp_train_acc 0.9192870143726857  tmp_test_acc 0.9029367844698855  test_acc 0.9079143852663016
61 : train_loss tensor(0.1944)  val_loss tensor(0.3152)  tmp_train_acc 0.9258143475804933  tmp_test_acc 0.9019412643106023  test_acc 0.9079143852663016
62 : train_loss tensor(0.1868)  val_loss tensor(0.2960)  tmp_train_acc 0.9320278666917718  tmp_test_acc 0.8979591836734694  test_acc 0.9079143852663016
63 : train_loss tensor(0.1884)  val_loss tensor(0.2775)  tmp_train_acc 0.9332203602585828  tmp_test_acc 0.90741662518666  test_acc 0.9079143852663016
64 : train_loss tensor(0.1914)  val_loss tensor(0.2601)  tmp_train_acc 0.9317768154145484  tmp_test_acc 0.9118964659034345  test_acc 0.9118964659034345
65 : train_loss tensor(0.1926)  val_loss tensor(0.3105)  tmp_train_acc 0.9266302642314693  tmp_test_acc 0.9024390243902439  test_acc 0.9118964659034345
66 : train_loss tensor(0.2173)  val_loss tensor(0.3503)  tmp_train_acc 0.9124458670683487  tmp_test_acc 0.8835241413638626  test_acc 0.9118964659034345
67 : train_loss tensor(0.1823)  val_loss tensor(0.2737)  tmp_train_acc 0.933973514090253  tmp_test_acc 0.9158785465405674  test_acc 0.9118964659034345
68 : train_loss tensor(0.1856)  val_loss tensor(0.2896)  tmp_train_acc 0.933157597439277  tmp_test_acc 0.9019412643106023  test_acc 0.9118964659034345
69 : train_loss tensor(0.1818)  val_loss tensor(0.2887)  tmp_train_acc 0.9333458858971944  tmp_test_acc 0.9123942259830762  test_acc 0.9118964659034345
70 : train_loss tensor(0.1878)  val_loss tensor(0.2793)  tmp_train_acc 0.9285759116299505  tmp_test_acc 0.9064211050273768  test_acc 0.9118964659034345
71 : train_loss tensor(0.1806)  val_loss tensor(0.2758)  tmp_train_acc 0.933973514090253  tmp_test_acc 0.9084121453459433  test_acc 0.9118964659034345
72 : train_loss tensor(0.1792)  val_loss tensor(0.3076)  tmp_train_acc 0.9334086487165003  tmp_test_acc 0.898456943753111  test_acc 0.9118964659034345
73 : train_loss tensor(0.1747)  val_loss tensor(0.2857)  tmp_train_acc 0.938366911441662  tmp_test_acc 0.9064211050273768  test_acc 0.9118964659034345
74 : train_loss tensor(0.1863)  val_loss tensor(0.2615)  tmp_train_acc 0.9337224628130295  tmp_test_acc 0.9118964659034345  test_acc 0.9118964659034345
75 : train_loss tensor(0.1868)  val_loss tensor(0.2767)  tmp_train_acc 0.9324044436076068  tmp_test_acc 0.9104031856645097  test_acc 0.9118964659034345
76 : train_loss tensor(0.1881)  val_loss tensor(0.3371)  tmp_train_acc 0.9280110462561978  tmp_test_acc 0.8899950223992036  test_acc 0.9118964659034345
77 : train_loss tensor(0.1891)  val_loss tensor(0.2970)  tmp_train_acc 0.9270068411473044  tmp_test_acc 0.9044300647088104  test_acc 0.9118964659034345
78 : train_loss tensor(0.1776)  val_loss tensor(0.2920)  tmp_train_acc 0.9345383794640055  tmp_test_acc 0.9118964659034345  test_acc 0.9118964659034345
79 : train_loss tensor(0.1722)  val_loss tensor(0.3038)  tmp_train_acc 0.9373627063327684  tmp_test_acc 0.9054255848680935  test_acc 0.9118964659034345
80 : train_loss tensor(0.1744)  val_loss tensor(0.2797)  tmp_train_acc 0.9385551998995795  tmp_test_acc 0.9079143852663016  test_acc 0.9118964659034345
81 : train_loss tensor(0.1825)  val_loss tensor(0.2641)  tmp_train_acc 0.9349777191991464  tmp_test_acc 0.913887506222001  test_acc 0.9118964659034345
82 : train_loss tensor(0.1819)  val_loss tensor(0.3295)  tmp_train_acc 0.9310864244021841  tmp_test_acc 0.8939771030363365  test_acc 0.9118964659034345
83 : train_loss tensor(0.1889)  val_loss tensor(0.3238)  tmp_train_acc 0.9258771103997991  tmp_test_acc 0.8929815828770533  test_acc 0.9118964659034345
84 : train_loss tensor(0.1732)  val_loss tensor(0.2945)  tmp_train_acc 0.9356681102115108  tmp_test_acc 0.9084121453459433  test_acc 0.9118964659034345
85 : train_loss tensor(0.1687)  val_loss tensor(0.2978)  tmp_train_acc 0.940751898575284  tmp_test_acc 0.9014435042309608  test_acc 0.9118964659034345
86 : train_loss tensor(0.1843)  val_loss tensor(0.3066)  tmp_train_acc 0.9342245653674763  tmp_test_acc 0.9014435042309608  test_acc 0.9118964659034345
87 : train_loss tensor(0.1859)  val_loss tensor(0.3099)  tmp_train_acc 0.9290780141843973  tmp_test_acc 0.8989547038327527  test_acc 0.9118964659034345
88 : train_loss tensor(0.1771)  val_loss tensor(0.3240)  tmp_train_acc 0.9334086487165003  tmp_test_acc 0.8999502239920358  test_acc 0.9118964659034345
89 : train_loss tensor(0.1685)  val_loss tensor(0.2747)  tmp_train_acc 0.94156781522626  tmp_test_acc 0.9109009457441514  test_acc 0.9118964659034345
90 : train_loss tensor(0.1642)  val_loss tensor(0.2726)  tmp_train_acc 0.9413795267683425  tmp_test_acc 0.9099054255848681  test_acc 0.9118964659034345
91 : train_loss tensor(0.1745)  val_loss tensor(0.3279)  tmp_train_acc 0.9332831230778886  tmp_test_acc 0.8914883026381284  test_acc 0.9118964659034345
92 : train_loss tensor(0.1735)  val_loss tensor(0.3228)  tmp_train_acc 0.9334086487165003  tmp_test_acc 0.8989547038327527  test_acc 0.9118964659034345
93 : train_loss tensor(0.1719)  val_loss tensor(0.2594)  tmp_train_acc 0.9402497960208372  tmp_test_acc 0.920358387257342  test_acc 0.920358387257342
94 : train_loss tensor(0.1612)  val_loss tensor(0.2982)  tmp_train_acc 0.9430113600702944  tmp_test_acc 0.9009457441513191  test_acc 0.920358387257342
95 : train_loss tensor(0.1678)  val_loss tensor(0.3085)  tmp_train_acc 0.9408146613945898  tmp_test_acc 0.898456943753111  test_acc 0.920358387257342
96 : train_loss tensor(0.1688)  val_loss tensor(0.2838)  tmp_train_acc 0.941191238310425  tmp_test_acc 0.90741662518666  test_acc 0.920358387257342
97 : train_loss tensor(0.1647)  val_loss tensor(0.3025)  tmp_train_acc 0.9392455909119438  tmp_test_acc 0.90741662518666  test_acc 0.920358387257342
98 : train_loss tensor(0.1874)  val_loss tensor(0.3553)  tmp_train_acc 0.9262536873156342  tmp_test_acc 0.8835241413638626  test_acc 0.920358387257342
99 : train_loss tensor(0.1592)  val_loss tensor(0.2929)  tmp_train_acc 0.9421954434193184  tmp_test_acc 0.9064211050273768  test_acc 0.920358387257342
100 : train_loss tensor(0.1635)  val_loss tensor(0.3005)  tmp_train_acc 0.9430113600702944  tmp_test_acc 0.9099054255848681  test_acc 0.920358387257342
101 : train_loss tensor(0.1577)  val_loss tensor(0.2818)  tmp_train_acc 0.9458984497583631  tmp_test_acc 0.9123942259830762  test_acc 0.920358387257342
102 : train_loss tensor(0.1840)  val_loss tensor(0.3356)  tmp_train_acc 0.9293918282809264  tmp_test_acc 0.8904927824788452  test_acc 0.920358387257342
103 : train_loss tensor(0.1584)  val_loss tensor(0.3066)  tmp_train_acc 0.9430741228896002  tmp_test_acc 0.9054255848680935  test_acc 0.920358387257342
104 : train_loss tensor(0.1582)  val_loss tensor(0.2728)  tmp_train_acc 0.9458984497583631  tmp_test_acc 0.9109009457441514  test_acc 0.920358387257342
105 : train_loss tensor(0.1579)  val_loss tensor(0.2749)  tmp_train_acc 0.9462122638548923  tmp_test_acc 0.9143852663016426  test_acc 0.920358387257342
106 : train_loss tensor(0.1693)  val_loss tensor(0.3364)  tmp_train_acc 0.9367978409590159  tmp_test_acc 0.8944748631159781  test_acc 0.920358387257342
107 : train_loss tensor(0.1643)  val_loss tensor(0.2941)  tmp_train_acc 0.9372371806941567  tmp_test_acc 0.9104031856645097  test_acc 0.920358387257342
108 : train_loss tensor(0.1512)  val_loss tensor(0.2895)  tmp_train_acc 0.9454591100232222  tmp_test_acc 0.9104031856645097  test_acc 0.920358387257342
109 : train_loss tensor(0.1525)  val_loss tensor(0.2905)  tmp_train_acc 0.945145295926693  tmp_test_acc 0.9039323046291687  test_acc 0.920358387257342
110 : train_loss tensor(0.1575)  val_loss tensor(0.2888)  tmp_train_acc 0.9443921420950229  tmp_test_acc 0.9059233449477352  test_acc 0.920358387257342
111 : train_loss tensor(0.1572)  val_loss tensor(0.3032)  tmp_train_acc 0.9420699177807067  tmp_test_acc 0.9084121453459433  test_acc 0.920358387257342
112 : train_loss tensor(0.1871)  val_loss tensor(0.3633)  tmp_train_acc 0.923931463001318  tmp_test_acc 0.8865107018417124  test_acc 0.920358387257342
113 : train_loss tensor(0.1506)  val_loss tensor(0.2799)  tmp_train_acc 0.9467143664093391  tmp_test_acc 0.9113987058237929  test_acc 0.920358387257342
114 : train_loss tensor(0.1561)  val_loss tensor(0.2953)  tmp_train_acc 0.9455846356618339  tmp_test_acc 0.9064211050273768  test_acc 0.920358387257342
115 : train_loss tensor(0.1572)  val_loss tensor(0.3212)  tmp_train_acc 0.9438272767212703  tmp_test_acc 0.8989547038327527  test_acc 0.920358387257342
116 : train_loss tensor(0.1566)  val_loss tensor(0.3094)  tmp_train_acc 0.9415050524069541  tmp_test_acc 0.9039323046291687  test_acc 0.920358387257342
117 : train_loss tensor(0.1515)  val_loss tensor(0.2937)  tmp_train_acc 0.9464005523128098  tmp_test_acc 0.9089099054255849  test_acc 0.920358387257342
118 : train_loss tensor(0.1468)  val_loss tensor(0.2891)  tmp_train_acc 0.9485972509885144  tmp_test_acc 0.9113987058237929  test_acc 0.920358387257342
119 : train_loss tensor(0.1483)  val_loss tensor(0.3098)  tmp_train_acc 0.9476558086989267  tmp_test_acc 0.9059233449477352  test_acc 0.920358387257342
120 : train_loss tensor(0.1524)  val_loss tensor(0.2810)  tmp_train_acc 0.9478440971568443  tmp_test_acc 0.90741662518666  test_acc 0.920358387257342
121 : train_loss tensor(0.1476)  val_loss tensor(0.2699)  tmp_train_acc 0.949162116362267  tmp_test_acc 0.9163763066202091  test_acc 0.920358387257342
122 : train_loss tensor(0.1506)  val_loss tensor(0.3096)  tmp_train_acc 0.9465260779514216  tmp_test_acc 0.9059233449477352  test_acc 0.920358387257342
123 : train_loss tensor(0.1511)  val_loss tensor(0.3121)  tmp_train_acc 0.9448314818301639  tmp_test_acc 0.90741662518666  test_acc 0.920358387257342
124 : train_loss tensor(0.1465)  val_loss tensor(0.2992)  tmp_train_acc 0.9480951484340676  tmp_test_acc 0.9054255848680935  test_acc 0.920358387257342
125 : train_loss tensor(0.1438)  val_loss tensor(0.2995)  tmp_train_acc 0.9489738279043495  tmp_test_acc 0.9054255848680935  test_acc 0.920358387257342
126 : train_loss tensor(0.1452)  val_loss tensor(0.3037)  tmp_train_acc 0.9502918471097722  tmp_test_acc 0.904927824788452  test_acc 0.920358387257342
127 : train_loss tensor(0.1659)  val_loss tensor(0.2687)  tmp_train_acc 0.9401870332015315  tmp_test_acc 0.9133897461423593  test_acc 0.920358387257342
128 : train_loss tensor(0.1554)  val_loss tensor(0.3165)  tmp_train_acc 0.9452708215653047  tmp_test_acc 0.9054255848680935  test_acc 0.920358387257342
129 : train_loss tensor(0.1615)  val_loss tensor(0.3171)  tmp_train_acc 0.9389317768154145  tmp_test_acc 0.9039323046291687  test_acc 0.920358387257342
130 : train_loss tensor(0.1627)  val_loss tensor(0.3305)  tmp_train_acc 0.9369861294169334  tmp_test_acc 0.9004479840716775  test_acc 0.920358387257342
131 : train_loss tensor(0.1431)  val_loss tensor(0.3040)  tmp_train_acc 0.9512332893993597  tmp_test_acc 0.9099054255848681  test_acc 0.920358387257342
132 : train_loss tensor(0.1538)  val_loss tensor(0.2927)  tmp_train_acc 0.9477185715182326  tmp_test_acc 0.9064211050273768  test_acc 0.920358387257342
133 : train_loss tensor(0.1467)  val_loss tensor(0.2962)  tmp_train_acc 0.9480323856147618  tmp_test_acc 0.9094076655052264  test_acc 0.920358387257342
134 : train_loss tensor(0.1603)  val_loss tensor(0.3345)  tmp_train_acc 0.939559405008473  tmp_test_acc 0.8954703832752613  test_acc 0.920358387257342
135 : train_loss tensor(0.1592)  val_loss tensor(0.3089)  tmp_train_acc 0.9405008472980606  tmp_test_acc 0.9004479840716775  test_acc 0.920358387257342
136 : train_loss tensor(0.1383)  val_loss tensor(0.2881)  tmp_train_acc 0.9527395970627001  tmp_test_acc 0.9143852663016426  test_acc 0.920358387257342
137 : train_loss tensor(0.1457)  val_loss tensor(0.3140)  tmp_train_acc 0.9490365907236553  tmp_test_acc 0.9059233449477352  test_acc 0.920358387257342
138 : train_loss tensor(0.1519)  val_loss tensor(0.2903)  tmp_train_acc 0.9442666164564112  tmp_test_acc 0.9089099054255849  test_acc 0.920358387257342
139 : train_loss tensor(0.1448)  val_loss tensor(0.3170)  tmp_train_acc 0.9481579112533735  tmp_test_acc 0.9034345445495271  test_acc 0.920358387257342
140 : train_loss tensor(0.1450)  val_loss tensor(0.3293)  tmp_train_acc 0.9485344881692086  tmp_test_acc 0.9024390243902439  test_acc 0.920358387257342
141 : train_loss tensor(0.1353)  val_loss tensor(0.2799)  tmp_train_acc 0.9553756354735454  tmp_test_acc 0.9133897461423593  test_acc 0.920358387257342
142 : train_loss tensor(0.1364)  val_loss tensor(0.2844)  tmp_train_acc 0.9558777380279923  tmp_test_acc 0.9123942259830762  test_acc 0.920358387257342
143 : train_loss tensor(0.1431)  val_loss tensor(0.3195)  tmp_train_acc 0.9502290842904664  tmp_test_acc 0.8934793429566947  test_acc 0.920358387257342
144 : train_loss tensor(0.1372)  val_loss tensor(0.2810)  tmp_train_acc 0.9546852444611812  tmp_test_acc 0.9109009457441514  test_acc 0.920358387257342
145 : train_loss tensor(0.1638)  val_loss tensor(0.3269)  tmp_train_acc 0.9366723153204042  tmp_test_acc 0.8944748631159781  test_acc 0.920358387257342
146 : train_loss tensor(0.1565)  val_loss tensor(0.3591)  tmp_train_acc 0.9416933408648717  tmp_test_acc 0.8974614235938277  test_acc 0.920358387257342
147 : train_loss tensor(0.1342)  val_loss tensor(0.2915)  tmp_train_acc 0.9548107700997929  tmp_test_acc 0.9054255848680935  test_acc 0.920358387257342
148 : train_loss tensor(0.1516)  val_loss tensor(0.2998)  tmp_train_acc 0.9473419946023975  tmp_test_acc 0.8969636635141861  test_acc 0.920358387257342
149 : train_loss tensor(0.1406)  val_loss tensor(0.3092)  tmp_train_acc 0.9500407958325487  tmp_test_acc 0.90741662518666  test_acc 0.920358387257342
150 : train_loss tensor(0.1567)  val_loss tensor(0.3379)  tmp_train_acc 0.9411284754911191  tmp_test_acc 0.8914883026381284  test_acc 0.920358387257342
151 : train_loss tensor(0.1310)  val_loss tensor(0.2965)  tmp_train_acc 0.955940500847298  tmp_test_acc 0.9104031856645097  test_acc 0.920358387257342
152 : train_loss tensor(0.1332)  val_loss tensor(0.2804)  tmp_train_acc 0.9553128726542396  tmp_test_acc 0.9094076655052264  test_acc 0.920358387257342
153 : train_loss tensor(0.1503)  val_loss tensor(0.3068)  tmp_train_acc 0.9428230716123768  tmp_test_acc 0.9084121453459433  test_acc 0.920358387257342
154 : train_loss tensor(0.1513)  val_loss tensor(0.3361)  tmp_train_acc 0.9423837318772359  tmp_test_acc 0.8964659034345446  test_acc 0.920358387257342
155 : train_loss tensor(0.1292)  val_loss tensor(0.2890)  tmp_train_acc 0.9573212828720266  tmp_test_acc 0.9089099054255849  test_acc 0.920358387257342
156 : train_loss tensor(0.1345)  val_loss tensor(0.2820)  tmp_train_acc 0.9556894495700747  tmp_test_acc 0.9133897461423593  test_acc 0.920358387257342
157 : train_loss tensor(0.1438)  val_loss tensor(0.3313)  tmp_train_acc 0.9468398920479508  tmp_test_acc 0.9024390243902439  test_acc 0.920358387257342
158 : train_loss tensor(0.1488)  val_loss tensor(0.3233)  tmp_train_acc 0.9444549049143288  tmp_test_acc 0.8989547038327527  test_acc 0.920358387257342
159 : train_loss tensor(0.1360)  val_loss tensor(0.2966)  tmp_train_acc 0.9517981547731124  tmp_test_acc 0.9084121453459433  test_acc 0.920358387257342
160 : train_loss tensor(0.1370)  val_loss tensor(0.2878)  tmp_train_acc 0.9549990585577104  tmp_test_acc 0.904927824788452  test_acc 0.920358387257342
161 : train_loss tensor(0.1321)  val_loss tensor(0.2918)  tmp_train_acc 0.9553756354735454  tmp_test_acc 0.9069188651070185  test_acc 0.920358387257342
162 : train_loss tensor(0.1392)  val_loss tensor(0.3222)  tmp_train_acc 0.9500407958325487  tmp_test_acc 0.9039323046291687  test_acc 0.920358387257342
163 : train_loss tensor(0.1354)  val_loss tensor(0.3088)  tmp_train_acc 0.9524257829661709  tmp_test_acc 0.9084121453459433  test_acc 0.920358387257342
164 : train_loss tensor(0.1369)  val_loss tensor(0.3139)  tmp_train_acc 0.9506056612063014  tmp_test_acc 0.9089099054255849  test_acc 0.920358387257342
165 : train_loss tensor(0.1289)  val_loss tensor(0.2969)  tmp_train_acc 0.9589531161739785  tmp_test_acc 0.9089099054255849  test_acc 0.920358387257342
166 : train_loss tensor(0.1475)  val_loss tensor(0.2957)  tmp_train_acc 0.9514843406765832  tmp_test_acc 0.904927824788452  test_acc 0.920358387257342
167 : train_loss tensor(0.1358)  val_loss tensor(0.3064)  tmp_train_acc 0.9523002573275592  tmp_test_acc 0.9064211050273768  test_acc 0.920358387257342
