Namespace(Bern_lr=0.01, Inc1=1, Inc2=2, Inc3=3, Init='PPR', K=10, alpha=0.1, dataset='CS', device=0, dprate=0.5, dropout=0.5, early_stopping=200, epochs=500, heads=8, hidden=32, lr=0.1, net='TSCGCN', output_heads=1, runs=1, seed=2108550661, train_rate=0.9, val_rate=0.09, weight_decay=0.0005)
---------------------------------------------
0 : train_loss tensor(0.4022)  val_loss tensor(0.3044)  tmp_train_acc 0.8781134982453136  tmp_test_acc 0.9204  test_acc 0.9204
79 : train_loss tensor(0.2559)  val_loss tensor(0.2438)  tmp_train_acc 0.9152614910553796  tmp_test_acc 0.928  test_acc 0.9574
80 : train_loss tensor(0.2404)  val_loss tensor(0.2203)  tmp_train_acc 0.9235641530428829  tmp_test_acc 0.9348  test_acc 0.9574
81 : train_loss tensor(0.2477)  val_loss tensor(0.3666)  tmp_train_acc 0.9203971582641445  tmp_test_acc 0.9032  test_acc 0.9574
82 : train_loss tensor(0.2371)  val_loss tensor(0.3001)  tmp_train_acc 0.9230505863220063  tmp_test_acc 0.9066  test_acc 0.9574
83 : train_loss tensor(0.2303)  val_loss tensor(0.3333)  tmp_train_acc 0.9257896088333476  tmp_test_acc 0.9014  test_acc 0.9574
84 : train_loss tensor(0.2103)  val_loss tensor(0.2280)  tmp_train_acc 0.9367456988787126  tmp_test_acc 0.9388  test_acc 0.9574
85 : train_loss tensor(0.2051)  val_loss tensor(0.2074)  tmp_train_acc 0.9331507318325772  tmp_test_acc 0.9408000000000001  test_acc 0.9574
86 : train_loss tensor(0.2124)  val_loss tensor(0.3193)  tmp_train_acc 0.929384575879483  tmp_test_acc 0.915  test_acc 0.9574
87 : train_loss tensor(0.2134)  val_loss tensor(0.2018)  tmp_train_acc 0.928785414705127  tmp_test_acc 0.9342  test_acc 0.9574
88 : train_loss tensor(0.1966)  val_loss tensor(0.2337)  tmp_train_acc 0.9380296156809039  tmp_test_acc 0.9298  test_acc 0.9574
89 : train_loss tensor(0.2308)  val_loss tensor(0.1962)  tmp_train_acc 0.9271591200890182  tmp_test_acc 0.9418  test_acc 0.9574
90 : train_loss tensor(0.2397)  val_loss tensor(0.2529)  tmp_train_acc 0.9220234528802533  tmp_test_acc 0.9206  test_acc 0.9574
91 : train_loss tensor(0.2101)  val_loss tensor(0.1664)  tmp_train_acc 0.9305828982281948  tmp_test_acc 0.9498000000000001  test_acc 0.9574
92 : train_loss tensor(0.2166)  val_loss tensor(0.1920)  tmp_train_acc 0.9277582812633741  tmp_test_acc 0.9452  test_acc 0.9574
93 : train_loss tensor(0.2285)  val_loss tensor(0.1880)  tmp_train_acc 0.9259607977403064  tmp_test_acc 0.9422  test_acc 0.9574
94 : train_loss tensor(0.1842)  val_loss tensor(0.1936)  tmp_train_acc 0.9389711546691775  tmp_test_acc 0.9418  test_acc 0.9574
95 : train_loss tensor(0.1899)  val_loss tensor(0.1855)  tmp_train_acc 0.9384575879483009  tmp_test_acc 0.9434  test_acc 0.9574
96 : train_loss tensor(0.2313)  val_loss tensor(0.2795)  tmp_train_acc 0.9245056920311564  tmp_test_acc 0.9184  test_acc 0.9574
97 : train_loss tensor(0.1900)  val_loss tensor(0.2405)  tmp_train_acc 0.9392279380296157  tmp_test_acc 0.9328  test_acc 0.9574
98 : train_loss tensor(0.2136)  val_loss tensor(0.2016)  tmp_train_acc 0.9298981426003595  tmp_test_acc 0.9316  test_acc 0.9574
99 : train_loss tensor(0.2025)  val_loss tensor(0.2295)  tmp_train_acc 0.9355473765300009  tmp_test_acc 0.9342  test_acc 0.9574
100 : train_loss tensor(0.2125)  val_loss tensor(0.2484)  tmp_train_acc 0.9313532483095095  tmp_test_acc 0.9282  test_acc 0.9574
101 : train_loss tensor(0.2354)  val_loss tensor(0.2047)  tmp_train_acc 0.9197124026363092  tmp_test_acc 0.9324  test_acc 0.9574
102 : train_loss tensor(0.2378)  val_loss tensor(0.3162)  tmp_train_acc 0.9251904476589917  tmp_test_acc 0.915  test_acc 0.9574
103 : train_loss tensor(0.2208)  val_loss tensor(0.2261)  tmp_train_acc 0.9280150646238123  tmp_test_acc 0.929  test_acc 0.9574
104 : train_loss tensor(0.2131)  val_loss tensor(0.2369)  tmp_train_acc 0.9292989814260036  tmp_test_acc 0.9354  test_acc 0.9574
105 : train_loss tensor(0.2196)  val_loss tensor(0.2597)  tmp_train_acc 0.9265599589146623  tmp_test_acc 0.9216  test_acc 0.9574
106 : train_loss tensor(0.2244)  val_loss tensor(0.2642)  tmp_train_acc 0.9298981426003595  tmp_test_acc 0.9252  test_acc 0.9574
107 : train_loss tensor(0.2031)  val_loss tensor(0.2179)  tmp_train_acc 0.9344346486347684  tmp_test_acc 0.9378  test_acc 0.9574
108 : train_loss tensor(0.2098)  val_loss tensor(0.2237)  tmp_train_acc 0.9320380039373448  tmp_test_acc 0.936  test_acc 0.9574
109 : train_loss tensor(0.2133)  val_loss tensor(0.1789)  tmp_train_acc 0.928956603612086  tmp_test_acc 0.9422  test_acc 0.9574
110 : train_loss tensor(0.2000)  val_loss tensor(0.2037)  tmp_train_acc 0.9357185654369596  tmp_test_acc 0.942  test_acc 0.9574
111 : train_loss tensor(0.2047)  val_loss tensor(0.1640)  tmp_train_acc 0.9352905931695626  tmp_test_acc 0.9546  test_acc 0.9574
112 : train_loss tensor(0.2339)  val_loss tensor(0.2300)  tmp_train_acc 0.9219378584267739  tmp_test_acc 0.9308  test_acc 0.9574
113 : train_loss tensor(0.2196)  val_loss tensor(0.2515)  tmp_train_acc 0.9284430368912094  tmp_test_acc 0.9209999999999999  test_acc 0.9574
114 : train_loss tensor(0.2661)  val_loss tensor(0.2211)  tmp_train_acc 0.9107249850209707  tmp_test_acc 0.9194  test_acc 0.9574
115 : train_loss tensor(0.3582)  val_loss tensor(0.4496)  tmp_train_acc 0.8863305657793376  tmp_test_acc 0.8607999999999999  test_acc 0.9574
116 : train_loss tensor(0.2323)  val_loss tensor(0.1682)  tmp_train_acc 0.9259607977403064  tmp_test_acc 0.9502  test_acc 0.9574
117 : train_loss tensor(0.2114)  val_loss tensor(0.2000)  tmp_train_acc 0.9314388427629889  tmp_test_acc 0.945  test_acc 0.9574
118 : train_loss tensor(0.2295)  val_loss tensor(0.2244)  tmp_train_acc 0.9288710091586065  tmp_test_acc 0.928  test_acc 0.9574
119 : train_loss tensor(0.2236)  val_loss tensor(0.2115)  tmp_train_acc 0.9270735256355388  tmp_test_acc 0.9414  test_acc 0.9574
120 : train_loss tensor(0.2475)  val_loss tensor(0.2949)  tmp_train_acc 0.9176581357528032  tmp_test_acc 0.9086  test_acc 0.9574
121 : train_loss tensor(0.2547)  val_loss tensor(0.3469)  tmp_train_acc 0.9203971582641445  tmp_test_acc 0.909  test_acc 0.9574
122 : train_loss tensor(0.2371)  val_loss tensor(0.3639)  tmp_train_acc 0.9228793974150475  tmp_test_acc 0.8954  test_acc 0.9574
123 : train_loss tensor(0.2512)  val_loss tensor(0.2346)  tmp_train_acc 0.9208251305315416  tmp_test_acc 0.9318  test_acc 0.9574
124 : train_loss tensor(0.2236)  val_loss tensor(0.2178)  tmp_train_acc 0.9278438757168536  tmp_test_acc 0.9348  test_acc 0.9574
125 : train_loss tensor(0.2658)  val_loss tensor(0.3061)  tmp_train_acc 0.9182572969271591  tmp_test_acc 0.9226  test_acc 0.9574
126 : train_loss tensor(0.2136)  val_loss tensor(0.1627)  tmp_train_acc 0.9304973037747154  tmp_test_acc 0.9484  test_acc 0.9574
127 : train_loss tensor(0.2127)  val_loss tensor(0.1420)  tmp_train_acc 0.926303175554224  tmp_test_acc 0.9546  test_acc 0.9574
128 : train_loss tensor(0.2123)  val_loss tensor(0.2495)  tmp_train_acc 0.9266455533681417  tmp_test_acc 0.9314  test_acc 0.9574
129 : train_loss tensor(0.2138)  val_loss tensor(0.1992)  tmp_train_acc 0.9291277925190448  tmp_test_acc 0.9466  test_acc 0.9574
130 : train_loss tensor(0.2055)  val_loss tensor(0.1876)  tmp_train_acc 0.9320380039373448  tmp_test_acc 0.9428  test_acc 0.9574
131 : train_loss tensor(0.1874)  val_loss tensor(0.1736)  tmp_train_acc 0.9387143713087392  tmp_test_acc 0.9496  test_acc 0.9574
132 : train_loss tensor(0.1856)  val_loss tensor(0.1414)  tmp_train_acc 0.9405974492852863  tmp_test_acc 0.9572  test_acc 0.9574
133 : train_loss tensor(0.1953)  val_loss tensor(0.2182)  tmp_train_acc 0.9354617820765214  tmp_test_acc 0.9384  test_acc 0.9574
134 : train_loss tensor(0.2311)  val_loss tensor(0.1659)  tmp_train_acc 0.9215098861593769  tmp_test_acc 0.952  test_acc 0.9574
135 : train_loss tensor(0.2251)  val_loss tensor(0.2435)  tmp_train_acc 0.9267311478216212  tmp_test_acc 0.9338  test_acc 0.9574
136 : train_loss tensor(0.2665)  val_loss tensor(0.1694)  tmp_train_acc 0.9159462466832149  tmp_test_acc 0.9544  test_acc 0.9574
137 : train_loss tensor(0.2195)  val_loss tensor(0.2419)  tmp_train_acc 0.9292133869725242  tmp_test_acc 0.9338  test_acc 0.9574
138 : train_loss tensor(0.2097)  val_loss tensor(0.2597)  tmp_train_acc 0.9310108704955918  tmp_test_acc 0.9282  test_acc 0.9574
139 : train_loss tensor(0.2308)  val_loss tensor(0.2760)  tmp_train_acc 0.9239065308568005  tmp_test_acc 0.9209999999999999  test_acc 0.9574
140 : train_loss tensor(0.2067)  val_loss tensor(0.1814)  tmp_train_acc 0.9316956261234272  tmp_test_acc 0.9488  test_acc 0.9574
141 : train_loss tensor(0.2102)  val_loss tensor(0.2221)  tmp_train_acc 0.9324659762047419  tmp_test_acc 0.9308  test_acc 0.9574
142 : train_loss tensor(0.1931)  val_loss tensor(0.1546)  tmp_train_acc 0.938885560215698  tmp_test_acc 0.9566  test_acc 0.9574
143 : train_loss tensor(0.2379)  val_loss tensor(0.2196)  tmp_train_acc 0.920311563810665  tmp_test_acc 0.9324  test_acc 0.9574
144 : train_loss tensor(0.1942)  val_loss tensor(0.2087)  tmp_train_acc 0.9374304545065479  tmp_test_acc 0.9448  test_acc 0.9574
145 : train_loss tensor(0.2085)  val_loss tensor(0.2494)  tmp_train_acc 0.9321235983908243  tmp_test_acc 0.9292  test_acc 0.9574
146 : train_loss tensor(0.2263)  val_loss tensor(0.3545)  tmp_train_acc 0.9275014979029359  tmp_test_acc 0.8966  test_acc 0.9574
147 : train_loss tensor(0.2136)  val_loss tensor(0.2086)  tmp_train_acc 0.9292989814260036  tmp_test_acc 0.9298  test_acc 0.9574
148 : train_loss tensor(0.2365)  val_loss tensor(0.2324)  tmp_train_acc 0.9241633142172387  tmp_test_acc 0.9346  test_acc 0.9574
149 : train_loss tensor(0.1999)  val_loss tensor(0.1561)  tmp_train_acc 0.9370880766926303  tmp_test_acc 0.955  test_acc 0.9574
150 : train_loss tensor(0.2315)  val_loss tensor(0.2045)  tmp_train_acc 0.9227082085080888  tmp_test_acc 0.9404  test_acc 0.9574
151 : train_loss tensor(0.2097)  val_loss tensor(0.2554)  tmp_train_acc 0.9328083540186596  tmp_test_acc 0.9288  test_acc 0.9574
152 : train_loss tensor(0.2078)  val_loss tensor(0.1768)  tmp_train_acc 0.9310108704955918  tmp_test_acc 0.9476  test_acc 0.9574
153 : train_loss tensor(0.2327)  val_loss tensor(0.2781)  tmp_train_acc 0.9266455533681417  tmp_test_acc 0.9202  test_acc 0.9574
154 : train_loss tensor(0.2150)  val_loss tensor(0.2646)  tmp_train_acc 0.9316956261234272  tmp_test_acc 0.9218  test_acc 0.9574
155 : train_loss tensor(0.2149)  val_loss tensor(0.3008)  tmp_train_acc 0.9334931096464949  tmp_test_acc 0.9184  test_acc 0.9574
156 : train_loss tensor(0.2017)  val_loss tensor(0.1418)  tmp_train_acc 0.9327227595651801  tmp_test_acc 0.959  test_acc 0.9574
157 : train_loss tensor(0.1956)  val_loss tensor(0.2121)  tmp_train_acc 0.9373448600530686  tmp_test_acc 0.9362  test_acc 0.9574
158 : train_loss tensor(0.1929)  val_loss tensor(0.1433)  tmp_train_acc 0.9347770264486861  tmp_test_acc 0.956  test_acc 0.9574
159 : train_loss tensor(0.1957)  val_loss tensor(0.1916)  tmp_train_acc 0.9336642985534538  tmp_test_acc 0.9448  test_acc 0.9574
160 : train_loss tensor(0.2283)  val_loss tensor(0.2278)  tmp_train_acc 0.92835744243773  tmp_test_acc 0.9344  test_acc 0.9574
161 : train_loss tensor(0.2557)  val_loss tensor(0.2107)  tmp_train_acc 0.9117521184627236  tmp_test_acc 0.9422  test_acc 0.9574
162 : train_loss tensor(0.2379)  val_loss tensor(0.2128)  tmp_train_acc 0.9208251305315416  tmp_test_acc 0.9372  test_acc 0.9574
163 : train_loss tensor(0.1943)  val_loss tensor(0.1831)  tmp_train_acc 0.9364889155182744  tmp_test_acc 0.9488  test_acc 0.9574
164 : train_loss tensor(0.1980)  val_loss tensor(0.2261)  tmp_train_acc 0.937858426773945  tmp_test_acc 0.937  test_acc 0.9574
165 : train_loss tensor(0.2179)  val_loss tensor(0.2079)  tmp_train_acc 0.9305828982281948  tmp_test_acc 0.9324  test_acc 0.9574
166 : train_loss tensor(0.1834)  val_loss tensor(0.1628)  tmp_train_acc 0.9407686381922451  tmp_test_acc 0.953  test_acc 0.9574
167 : train_loss tensor(0.1865)  val_loss tensor(0.1942)  tmp_train_acc 0.9381152101343831  tmp_test_acc 0.9406  test_acc 0.9574
168 : train_loss tensor(0.2051)  val_loss tensor(0.1923)  tmp_train_acc 0.9321235983908243  tmp_test_acc 0.9404  test_acc 0.9574
169 : train_loss tensor(0.2478)  val_loss tensor(0.4186)  tmp_train_acc 0.9218522639732946  tmp_test_acc 0.8894  test_acc 0.9574
170 : train_loss tensor(0.2523)  val_loss tensor(0.2313)  tmp_train_acc 0.9176581357528032  tmp_test_acc 0.9318  test_acc 0.9574
171 : train_loss tensor(0.2203)  val_loss tensor(0.2096)  tmp_train_acc 0.9306684926816742  tmp_test_acc 0.9374  test_acc 0.9574
172 : train_loss tensor(0.2212)  val_loss tensor(0.1800)  tmp_train_acc 0.9321235983908243  tmp_test_acc 0.9482  test_acc 0.9574
173 : train_loss tensor(0.1948)  val_loss tensor(0.1795)  tmp_train_acc 0.935975348797398  tmp_test_acc 0.9488  test_acc 0.9574
174 : train_loss tensor(0.2005)  val_loss tensor(0.2230)  tmp_train_acc 0.935975348797398  tmp_test_acc 0.9322  test_acc 0.9574
175 : train_loss tensor(0.1835)  val_loss tensor(0.1786)  tmp_train_acc 0.9414533938200804  tmp_test_acc 0.9468  test_acc 0.9574
176 : train_loss tensor(0.1989)  val_loss tensor(0.2097)  tmp_train_acc 0.9341778652743302  tmp_test_acc 0.9404  test_acc 0.9574
177 : train_loss tensor(0.2090)  val_loss tensor(0.2214)  tmp_train_acc 0.9320380039373448  tmp_test_acc 0.9336  test_acc 0.9574
178 : train_loss tensor(0.2264)  val_loss tensor(0.2429)  tmp_train_acc 0.9265599589146623  tmp_test_acc 0.9242  test_acc 0.9574
179 : train_loss tensor(0.2372)  val_loss tensor(0.3072)  tmp_train_acc 0.9254472310194299  tmp_test_acc 0.9103999999999999  test_acc 0.9574
180 : train_loss tensor(0.2497)  val_loss tensor(0.2138)  tmp_train_acc 0.9158606522297356  tmp_test_acc 0.9334  test_acc 0.9574
181 : train_loss tensor(0.2250)  val_loss tensor(0.2887)  tmp_train_acc 0.9298125481468801  tmp_test_acc 0.9114  test_acc 0.9574
182 : train_loss tensor(0.2038)  val_loss tensor(0.1808)  tmp_train_acc 0.9307540871351536  tmp_test_acc 0.9424  test_acc 0.9574
183 : train_loss tensor(0.1759)  val_loss tensor(0.1899)  tmp_train_acc 0.94299409398271  tmp_test_acc 0.9476  test_acc 0.9574
184 : train_loss tensor(0.2271)  val_loss tensor(0.1676)  tmp_train_acc 0.9231361807754858  tmp_test_acc 0.9476  test_acc 0.9574
