Namespace(Bern_lr=0.01, Inc1=1, Inc2=2, Inc3=3, Init='PPR', K=10, alpha=0.1, dataset='Cora', device=0, dprate=0.9, dropout=0.6, early_stopping=70, epochs=500, heads=8, hidden=32, lr=0.01, net='TSCGCN', output_heads=1, runs=1, seed=2108550661, train_rate=0.9, val_rate=0.09, weight_decay=0.0005)
---------------------------------------------
0 : train_loss tensor(1.9131)  val_loss tensor(1.8524)  tmp_train_acc 0.16866315285098227  tmp_test_acc 0.09814323607427054  test_acc 0.09814323607427054
71 : train_loss tensor(0.5104)  val_loss tensor(0.4495)  tmp_train_acc 0.9046478198370868  tmp_test_acc 0.9045092838196287  test_acc 0.9151193633952255
72 : train_loss tensor(0.5089)  val_loss tensor(0.3944)  tmp_train_acc 0.906085289889794  tmp_test_acc 0.9045092838196287  test_acc 0.9151193633952255
73 : train_loss tensor(0.4930)  val_loss tensor(0.4078)  tmp_train_acc 0.906085289889794  tmp_test_acc 0.9018567639257294  test_acc 0.9151193633952255
74 : train_loss tensor(0.4729)  val_loss tensor(0.4197)  tmp_train_acc 0.9084810733109727  tmp_test_acc 0.8912466843501327  test_acc 0.9151193633952255
75 : train_loss tensor(0.4796)  val_loss tensor(0.3648)  tmp_train_acc 0.9041686631528509  tmp_test_acc 0.9204244031830239  test_acc 0.9204244031830239
76 : train_loss tensor(0.4897)  val_loss tensor(0.3501)  tmp_train_acc 0.8955438428366076  tmp_test_acc 0.9310344827586207  test_acc 0.9310344827586207
77 : train_loss tensor(0.4723)  val_loss tensor(0.4051)  tmp_train_acc 0.9113560134163872  tmp_test_acc 0.9018567639257294  test_acc 0.9310344827586207
78 : train_loss tensor(0.4568)  val_loss tensor(0.4642)  tmp_train_acc 0.9161475802587447  tmp_test_acc 0.8859416445623343  test_acc 0.9310344827586207
79 : train_loss tensor(0.4576)  val_loss tensor(0.4993)  tmp_train_acc 0.9094393866794441  tmp_test_acc 0.8726790450928382  test_acc 0.9310344827586207
80 : train_loss tensor(0.4635)  val_loss tensor(0.4683)  tmp_train_acc 0.9080019166267369  tmp_test_acc 0.8859416445623343  test_acc 0.9310344827586207
81 : train_loss tensor(0.4648)  val_loss tensor(0.4700)  tmp_train_acc 0.9175850503114519  tmp_test_acc 0.8832891246684349  test_acc 0.9310344827586207
82 : train_loss tensor(0.4715)  val_loss tensor(0.4794)  tmp_train_acc 0.9103977000479156  tmp_test_acc 0.8859416445623343  test_acc 0.9310344827586207
83 : train_loss tensor(0.4695)  val_loss tensor(0.4273)  tmp_train_acc 0.9103977000479156  tmp_test_acc 0.8885941644562335  test_acc 0.9310344827586207
84 : train_loss tensor(0.4661)  val_loss tensor(0.3813)  tmp_train_acc 0.9046478198370868  tmp_test_acc 0.9045092838196287  test_acc 0.9310344827586207
85 : train_loss tensor(0.4490)  val_loss tensor(0.4244)  tmp_train_acc 0.9070436032582655  tmp_test_acc 0.8885941644562335  test_acc 0.9310344827586207
86 : train_loss tensor(0.4432)  val_loss tensor(0.4432)  tmp_train_acc 0.9113560134163872  tmp_test_acc 0.8912466843501327  test_acc 0.9310344827586207
87 : train_loss tensor(0.4388)  val_loss tensor(0.4274)  tmp_train_acc 0.9142309535218016  tmp_test_acc 0.8938992042440317  test_acc 0.9310344827586207
88 : train_loss tensor(0.4344)  val_loss tensor(0.3990)  tmp_train_acc 0.9113560134163872  tmp_test_acc 0.9045092838196287  test_acc 0.9310344827586207
89 : train_loss tensor(0.4289)  val_loss tensor(0.3652)  tmp_train_acc 0.9080019166267369  tmp_test_acc 0.9018567639257294  test_acc 0.9310344827586207
90 : train_loss tensor(0.4250)  val_loss tensor(0.3780)  tmp_train_acc 0.9094393866794441  tmp_test_acc 0.8885941644562335  test_acc 0.9310344827586207
91 : train_loss tensor(0.4230)  val_loss tensor(0.4307)  tmp_train_acc 0.9142309535218016  tmp_test_acc 0.8912466843501327  test_acc 0.9310344827586207
92 : train_loss tensor(0.4314)  val_loss tensor(0.4324)  tmp_train_acc 0.9123143267848587  tmp_test_acc 0.8885941644562335  test_acc 0.9310344827586207
93 : train_loss tensor(0.4450)  val_loss tensor(0.4145)  tmp_train_acc 0.9147101102060373  tmp_test_acc 0.896551724137931  test_acc 0.9310344827586207
94 : train_loss tensor(0.4507)  val_loss tensor(0.3757)  tmp_train_acc 0.9084810733109727  tmp_test_acc 0.9018567639257294  test_acc 0.9310344827586207
95 : train_loss tensor(0.4457)  val_loss tensor(0.3932)  tmp_train_acc 0.9171058936272161  tmp_test_acc 0.8938992042440317  test_acc 0.9310344827586207
96 : train_loss tensor(0.4442)  val_loss tensor(0.4284)  tmp_train_acc 0.9118351701006229  tmp_test_acc 0.8938992042440317  test_acc 0.9310344827586207
97 : train_loss tensor(0.4431)  val_loss tensor(0.4084)  tmp_train_acc 0.9084810733109727  tmp_test_acc 0.9045092838196287  test_acc 0.9310344827586207
98 : train_loss tensor(0.4389)  val_loss tensor(0.4032)  tmp_train_acc 0.9051269765213225  tmp_test_acc 0.8938992042440317  test_acc 0.9310344827586207
99 : train_loss tensor(0.4342)  val_loss tensor(0.3996)  tmp_train_acc 0.9070436032582655  tmp_test_acc 0.8938992042440317  test_acc 0.9310344827586207
100 : train_loss tensor(0.4358)  val_loss tensor(0.3801)  tmp_train_acc 0.9094393866794441  tmp_test_acc 0.8938992042440317  test_acc 0.9310344827586207
101 : train_loss tensor(0.4387)  val_loss tensor(0.3825)  tmp_train_acc 0.9118351701006229  tmp_test_acc 0.9018567639257294  test_acc 0.9310344827586207
102 : train_loss tensor(0.4377)  val_loss tensor(0.3963)  tmp_train_acc 0.9123143267848587  tmp_test_acc 0.9045092838196287  test_acc 0.9310344827586207
103 : train_loss tensor(0.4274)  val_loss tensor(0.4135)  tmp_train_acc 0.9080019166267369  tmp_test_acc 0.896551724137931  test_acc 0.9310344827586207
104 : train_loss tensor(0.4252)  val_loss tensor(0.4117)  tmp_train_acc 0.9051269765213225  tmp_test_acc 0.8938992042440317  test_acc 0.9310344827586207
105 : train_loss tensor(0.4310)  val_loss tensor(0.3738)  tmp_train_acc 0.9099185433636799  tmp_test_acc 0.8938992042440317  test_acc 0.9310344827586207
106 : train_loss tensor(0.4441)  val_loss tensor(0.3356)  tmp_train_acc 0.9065644465740297  tmp_test_acc 0.9257294429708223  test_acc 0.9257294429708223
107 : train_loss tensor(0.4347)  val_loss tensor(0.3668)  tmp_train_acc 0.9046478198370868  tmp_test_acc 0.9098143236074271  test_acc 0.9257294429708223
108 : train_loss tensor(0.4184)  val_loss tensor(0.3627)  tmp_train_acc 0.9118351701006229  tmp_test_acc 0.9045092838196287  test_acc 0.9257294429708223
109 : train_loss tensor(0.4190)  val_loss tensor(0.3685)  tmp_train_acc 0.9070436032582655  tmp_test_acc 0.896551724137931  test_acc 0.9257294429708223
110 : train_loss tensor(0.4207)  val_loss tensor(0.3714)  tmp_train_acc 0.9065644465740297  tmp_test_acc 0.9045092838196287  test_acc 0.9257294429708223
111 : train_loss tensor(0.4308)  val_loss tensor(0.3872)  tmp_train_acc 0.9099185433636799  tmp_test_acc 0.9151193633952255  test_acc 0.9257294429708223
The sum of epochs: 112
run_1 	 test_acc: 0.9257
each run avg_time: 503.86368441581726 s
each epoch avg_time: 4458.970658547056 ms
GAT on dataset Cora, in 1 repeated experiment:
test acc mean = 92.5729 ¡À 0.0000  	 val acc mean = 91.3934
