Namespace(Bern_lr=0.01, Inc1=1, Inc2=2, Inc3=3, Init='PPR', K=10, alpha=0.1, dataset='Pubmed', device=0, dprate=0.5, dropout=0.0, early_stopping=200, epochs=500, heads=8, hidden=32, lr=0.01, net='TSCGCN', output_heads=1, runs=1, seed=2108550661, train_rate=0.6, val_rate=0.2, weight_decay=0.0005)
---------------------------------------------
0 : train_loss tensor(0.8710)  val_loss tensor(0.8901)  tmp_train_acc 0.8039563783920872  tmp_test_acc 0.7802281368821293  test_acc 0.7802281368821293
12 : train_loss tensor(0.5907)  val_loss tensor(0.6184)  tmp_train_acc 0.8993997802012005  tmp_test_acc 0.8727503168567807  test_acc 0.8760456273764259
13 : train_loss tensor(0.5951)  val_loss tensor(0.6081)  tmp_train_acc 0.8951728802096542  tmp_test_acc 0.8839036755386566  test_acc 0.8760456273764259
14 : train_loss tensor(0.5986)  val_loss tensor(0.6002)  tmp_train_acc 0.8837602502324796  tmp_test_acc 0.8768060836501901  test_acc 0.8768060836501901
15 : train_loss tensor(0.5934)  val_loss tensor(0.5964)  tmp_train_acc 0.8823231042353538  tmp_test_acc 0.8762991128010139  test_acc 0.8762991128010139
16 : train_loss tensor(0.5919)  val_loss tensor(0.6025)  tmp_train_acc 0.885366472229267  tmp_test_acc 0.8740177439797212  test_acc 0.8762991128010139
17 : train_loss tensor(0.5858)  val_loss tensor(0.5983)  tmp_train_acc 0.889846986220306  tmp_test_acc 0.8811153358681875  test_acc 0.8762991128010139
18 : train_loss tensor(0.5827)  val_loss tensor(0.5924)  tmp_train_acc 0.8951728802096542  tmp_test_acc 0.8816223067173637  test_acc 0.8816223067173637
19 : train_loss tensor(0.5795)  val_loss tensor(0.5874)  tmp_train_acc 0.898723476202553  tmp_test_acc 0.8861850443599493  test_acc 0.8861850443599493
20 : train_loss tensor(0.5791)  val_loss tensor(0.5895)  tmp_train_acc 0.895426494209147  tmp_test_acc 0.8828897338403042  test_acc 0.8861850443599493
21 : train_loss tensor(0.5781)  val_loss tensor(0.5898)  tmp_train_acc 0.895257418209485  tmp_test_acc 0.8795944233206591  test_acc 0.8861850443599493
22 : train_loss tensor(0.5839)  val_loss tensor(0.5981)  tmp_train_acc 0.8806323442387353  tmp_test_acc 0.8669201520912546  test_acc 0.8861850443599493
23 : train_loss tensor(0.5808)  val_loss tensor(0.5885)  tmp_train_acc 0.8867190802265619  tmp_test_acc 0.8795944233206591  test_acc 0.8861850443599493
24 : train_loss tensor(0.5728)  val_loss tensor(0.5740)  tmp_train_acc 0.895511032208978  tmp_test_acc 0.8899873257287706  test_acc 0.8899873257287706
25 : train_loss tensor(0.5734)  val_loss tensor(0.5839)  tmp_train_acc 0.8969481782061036  tmp_test_acc 0.8897338403041825  test_acc 0.8899873257287706
26 : train_loss tensor(0.5709)  val_loss tensor(0.5875)  tmp_train_acc 0.8986389382027221  tmp_test_acc 0.8808618504435995  test_acc 0.8899873257287706
27 : train_loss tensor(0.5683)  val_loss tensor(0.5854)  tmp_train_acc 0.8993152422013695  tmp_test_acc 0.8831432192648923  test_acc 0.8899873257287706
28 : train_loss tensor(0.5731)  val_loss tensor(0.5901)  tmp_train_acc 0.8990616282018767  tmp_test_acc 0.881875792141952  test_acc 0.8899873257287706
29 : train_loss tensor(0.5705)  val_loss tensor(0.5806)  tmp_train_acc 0.8957646462084707  tmp_test_acc 0.8823827629911281  test_acc 0.8899873257287706
30 : train_loss tensor(0.5731)  val_loss tensor(0.5785)  tmp_train_acc 0.8917913602164171  tmp_test_acc 0.8785804816223066  test_acc 0.8899873257287706
31 : train_loss tensor(0.5704)  val_loss tensor(0.5791)  tmp_train_acc 0.8947501902104996  tmp_test_acc 0.8785804816223066  test_acc 0.8899873257287706
32 : train_loss tensor(0.5643)  val_loss tensor(0.5713)  tmp_train_acc 0.8999915462000169  tmp_test_acc 0.8894803548795944  test_acc 0.8894803548795944
33 : train_loss tensor(0.5629)  val_loss tensor(0.5743)  tmp_train_acc 0.9052329021895342  tmp_test_acc 0.8889733840304183  test_acc 0.8894803548795944
34 : train_loss tensor(0.5580)  val_loss tensor(0.5754)  tmp_train_acc 0.9030349141939302  tmp_test_acc 0.8884664131812421  test_acc 0.8894803548795944
35 : train_loss tensor(0.5689)  val_loss tensor(0.5775)  tmp_train_acc 0.8977935582044129  tmp_test_acc 0.8864385297845374  test_acc 0.8894803548795944
36 : train_loss tensor(0.5624)  val_loss tensor(0.5847)  tmp_train_acc 0.8944120382111759  tmp_test_acc 0.8745247148288974  test_acc 0.8894803548795944
37 : train_loss tensor(0.5667)  val_loss tensor(0.5906)  tmp_train_acc 0.8906923662186153  tmp_test_acc 0.8722433460076046  test_acc 0.8894803548795944
38 : train_loss tensor(0.5668)  val_loss tensor(0.5882)  tmp_train_acc 0.89661002620678  tmp_test_acc 0.8770595690747782  test_acc 0.8894803548795944
39 : train_loss tensor(0.5522)  val_loss tensor(0.5661)  tmp_train_acc 0.9086144221827711  tmp_test_acc 0.8894803548795944  test_acc 0.8894803548795944
40 : train_loss tensor(0.5586)  val_loss tensor(0.5737)  tmp_train_acc 0.9074308901851382  tmp_test_acc 0.8927756653992396  test_acc 0.8894803548795944
41 : train_loss tensor(0.5638)  val_loss tensor(0.5766)  tmp_train_acc 0.9025276861949445  tmp_test_acc 0.8884664131812421  test_acc 0.8894803548795944
42 : train_loss tensor(0.5655)  val_loss tensor(0.5834)  tmp_train_acc 0.8983853242032294  tmp_test_acc 0.8808618504435995  test_acc 0.8894803548795944
43 : train_loss tensor(0.5633)  val_loss tensor(0.5891)  tmp_train_acc 0.892129512215741  tmp_test_acc 0.8717363751584283  test_acc 0.8894803548795944
44 : train_loss tensor(0.5645)  val_loss tensor(0.5871)  tmp_train_acc 0.8950883422098234  tmp_test_acc 0.8757921419518376  test_acc 0.8894803548795944
45 : train_loss tensor(0.5586)  val_loss tensor(0.5676)  tmp_train_acc 0.9063318961873362  tmp_test_acc 0.8935361216730038  test_acc 0.8894803548795944
46 : train_loss tensor(0.5518)  val_loss tensor(0.5591)  tmp_train_acc 0.9059092061881816  tmp_test_acc 0.8975918884664131  test_acc 0.8975918884664131
47 : train_loss tensor(0.5624)  val_loss tensor(0.5737)  tmp_train_acc 0.9028658381942684  tmp_test_acc 0.8902408111533587  test_acc 0.8975918884664131
48 : train_loss tensor(0.5609)  val_loss tensor(0.5822)  tmp_train_acc 0.9028658381942684  tmp_test_acc 0.8806083650190114  test_acc 0.8975918884664131
49 : train_loss tensor(0.5596)  val_loss tensor(0.5854)  tmp_train_acc 0.8961873362076254  tmp_test_acc 0.8755386565272497  test_acc 0.8975918884664131
50 : train_loss tensor(0.5617)  val_loss tensor(0.5754)  tmp_train_acc 0.898808014202384  tmp_test_acc 0.8831432192648923  test_acc 0.8975918884664131
51 : train_loss tensor(0.5611)  val_loss tensor(0.5639)  tmp_train_acc 0.8977935582044129  tmp_test_acc 0.8907477820025349  test_acc 0.8975918884664131
52 : train_loss tensor(0.5632)  val_loss tensor(0.5645)  tmp_train_acc 0.897709020204582  tmp_test_acc 0.8892268694550063  test_acc 0.8975918884664131
53 : train_loss tensor(0.5541)  val_loss tensor(0.5622)  tmp_train_acc 0.903288528193423  tmp_test_acc 0.8925221799746514  test_acc 0.8975918884664131
54 : train_loss tensor(0.5511)  val_loss tensor(0.5637)  tmp_train_acc 0.9075999661848001  tmp_test_acc 0.8968314321926488  test_acc 0.8975918884664131
55 : train_loss tensor(0.5556)  val_loss tensor(0.5715)  tmp_train_acc 0.9075154281849691  tmp_test_acc 0.8884664131812421  test_acc 0.8975918884664131
56 : train_loss tensor(0.5578)  val_loss tensor(0.5826)  tmp_train_acc 0.9031194521937611  tmp_test_acc 0.8839036755386566  test_acc 0.8975918884664131
57 : train_loss tensor(0.5505)  val_loss tensor(0.5806)  tmp_train_acc 0.901006002197988  tmp_test_acc 0.8798479087452471  test_acc 0.8975918884664131
58 : train_loss tensor(0.5620)  val_loss tensor(0.5933)  tmp_train_acc 0.8985544002028912  tmp_test_acc 0.873510773130545  test_acc 0.8975918884664131
59 : train_loss tensor(0.5557)  val_loss tensor(0.5707)  tmp_train_acc 0.9052329021895342  tmp_test_acc 0.888212927756654  test_acc 0.8975918884664131
60 : train_loss tensor(0.5544)  val_loss tensor(0.5637)  tmp_train_acc 0.9045565981908869  tmp_test_acc 0.8925221799746514  test_acc 0.8975918884664131
61 : train_loss tensor(0.5538)  val_loss tensor(0.5601)  tmp_train_acc 0.9033730661932539  tmp_test_acc 0.8955640050697086  test_acc 0.8975918884664131
62 : train_loss tensor(0.5573)  val_loss tensor(0.5713)  tmp_train_acc 0.9074308901851382  tmp_test_acc 0.8839036755386566  test_acc 0.8975918884664131
63 : train_loss tensor(0.5600)  val_loss tensor(0.5808)  tmp_train_acc 0.9034576041930847  tmp_test_acc 0.8833967046894804  test_acc 0.8975918884664131
64 : train_loss tensor(0.5536)  val_loss tensor(0.5764)  tmp_train_acc 0.8995688562008622  tmp_test_acc 0.8813688212927757  test_acc 0.8975918884664131
65 : train_loss tensor(0.5588)  val_loss tensor(0.5771)  tmp_train_acc 0.9028658381942684  tmp_test_acc 0.8831432192648923  test_acc 0.8975918884664131
66 : train_loss tensor(0.5541)  val_loss tensor(0.5733)  tmp_train_acc 0.9097134161805732  tmp_test_acc 0.8887198986058301  test_acc 0.8975918884664131
67 : train_loss tensor(0.5478)  val_loss tensor(0.5699)  tmp_train_acc 0.91216501817567  tmp_test_acc 0.8922686945500634  test_acc 0.8975918884664131
68 : train_loss tensor(0.5592)  val_loss tensor(0.5821)  tmp_train_acc 0.9114887141770226  tmp_test_acc 0.8912547528517111  test_acc 0.8975918884664131
69 : train_loss tensor(0.5527)  val_loss tensor(0.5793)  tmp_train_acc 0.9070927381858145  tmp_test_acc 0.8841571609632446  test_acc 0.8975918884664131
70 : train_loss tensor(0.5548)  val_loss tensor(0.5829)  tmp_train_acc 0.9026122241947756  tmp_test_acc 0.8828897338403042  test_acc 0.8975918884664131
71 : train_loss tensor(0.5530)  val_loss tensor(0.5747)  tmp_train_acc 0.9019359201961281  tmp_test_acc 0.8811153358681875  test_acc 0.8975918884664131
72 : train_loss tensor(0.5606)  val_loss tensor(0.5746)  tmp_train_acc 0.9030349141939302  tmp_test_acc 0.8884664131812421  test_acc 0.8975918884664131
73 : train_loss tensor(0.5533)  val_loss tensor(0.5680)  tmp_train_acc 0.9090371121819256  tmp_test_acc 0.8922686945500634  test_acc 0.8975918884664131
74 : train_loss tensor(0.5512)  val_loss tensor(0.5686)  tmp_train_acc 0.9059092061881816  tmp_test_acc 0.8864385297845374  test_acc 0.8975918884664131
75 : train_loss tensor(0.5522)  val_loss tensor(0.5689)  tmp_train_acc 0.9064164341871671  tmp_test_acc 0.8859315589353611  test_acc 0.8975918884664131
76 : train_loss tensor(0.5512)  val_loss tensor(0.5670)  tmp_train_acc 0.9073463521853073  tmp_test_acc 0.8877059569074778  test_acc 0.8975918884664131
77 : train_loss tensor(0.5527)  val_loss tensor(0.5787)  tmp_train_acc 0.9058246681883507  tmp_test_acc 0.8821292775665399  test_acc 0.8975918884664131
78 : train_loss tensor(0.5526)  val_loss tensor(0.5893)  tmp_train_acc 0.905401978189196  tmp_test_acc 0.8821292775665399  test_acc 0.8975918884664131
79 : train_loss tensor(0.5536)  val_loss tensor(0.5862)  tmp_train_acc 0.9075999661848001  tmp_test_acc 0.8803548795944233  test_acc 0.8975918884664131
80 : train_loss tensor(0.5517)  val_loss tensor(0.5836)  tmp_train_acc 0.9079381181841237  tmp_test_acc 0.8795944233206591  test_acc 0.8975918884664131
81 : train_loss tensor(0.5523)  val_loss tensor(0.5754)  tmp_train_acc 0.9102206441795587  tmp_test_acc 0.8856780735107731  test_acc 0.8975918884664131
82 : train_loss tensor(0.5584)  val_loss tensor(0.5832)  tmp_train_acc 0.9050638261898725  tmp_test_acc 0.8831432192648923  test_acc 0.8975918884664131
83 : train_loss tensor(0.5549)  val_loss tensor(0.5812)  tmp_train_acc 0.9016823061966354  tmp_test_acc 0.8801013941698352  test_acc 0.8975918884664131
84 : train_loss tensor(0.5534)  val_loss tensor(0.5726)  tmp_train_acc 0.9070082001859835  tmp_test_acc 0.888212927756654  test_acc 0.8975918884664131
85 : train_loss tensor(0.5539)  val_loss tensor(0.5781)  tmp_train_acc 0.9048102121903796  tmp_test_acc 0.8839036755386566  test_acc 0.8975918884664131
86 : train_loss tensor(0.5468)  val_loss tensor(0.5802)  tmp_train_acc 0.9123340941753318  tmp_test_acc 0.8869455006337136  test_acc 0.8975918884664131
87 : train_loss tensor(0.5483)  val_loss tensor(0.5800)  tmp_train_acc 0.909882492180235  tmp_test_acc 0.8856780735107731  test_acc 0.8975918884664131
88 : train_loss tensor(0.5520)  val_loss tensor(0.5843)  tmp_train_acc 0.9074308901851382  tmp_test_acc 0.8801013941698352  test_acc 0.8975918884664131
89 : train_loss tensor(0.5571)  val_loss tensor(0.5890)  tmp_train_acc 0.9048102121903796  tmp_test_acc 0.8775665399239544  test_acc 0.8975918884664131
90 : train_loss tensor(0.5517)  val_loss tensor(0.5827)  tmp_train_acc 0.9029503761940993  tmp_test_acc 0.8778200253485424  test_acc 0.8975918884664131
91 : train_loss tensor(0.5551)  val_loss tensor(0.5792)  tmp_train_acc 0.9045565981908869  tmp_test_acc 0.8854245880861851  test_acc 0.8975918884664131
92 : train_loss tensor(0.5490)  val_loss tensor(0.5706)  tmp_train_acc 0.9073463521853073  tmp_test_acc 0.8856780735107731  test_acc 0.8975918884664131
93 : train_loss tensor(0.5539)  val_loss tensor(0.5727)  tmp_train_acc 0.9111505621776989  tmp_test_acc 0.8889733840304183  test_acc 0.8975918884664131
94 : train_loss tensor(0.5496)  val_loss tensor(0.5788)  tmp_train_acc 0.909882492180235  tmp_test_acc 0.8861850443599493  test_acc 0.8975918884664131
95 : train_loss tensor(0.5536)  val_loss tensor(0.5883)  tmp_train_acc 0.9081071941837856  tmp_test_acc 0.8803548795944233  test_acc 0.8975918884664131
96 : train_loss tensor(0.5481)  val_loss tensor(0.5748)  tmp_train_acc 0.909967030180066  tmp_test_acc 0.8849176172370089  test_acc 0.8975918884664131
97 : train_loss tensor(0.5543)  val_loss tensor(0.5751)  tmp_train_acc 0.9078535801842929  tmp_test_acc 0.8884664131812421  test_acc 0.8975918884664131
98 : train_loss tensor(0.5522)  val_loss tensor(0.5695)  tmp_train_acc 0.9060782821878435  tmp_test_acc 0.8899873257287706  test_acc 0.8975918884664131
99 : train_loss tensor(0.5534)  val_loss tensor(0.5681)  tmp_train_acc 0.9086989601826021  tmp_test_acc 0.8935361216730038  test_acc 0.8975918884664131
100 : train_loss tensor(0.5490)  val_loss tensor(0.5639)  tmp_train_acc 0.9065009721869981  tmp_test_acc 0.894550063371356  test_acc 0.8975918884664131
101 : train_loss tensor(0.5548)  val_loss tensor(0.5750)  tmp_train_acc 0.9050638261898725  tmp_test_acc 0.8884664131812421  test_acc 0.8975918884664131
102 : train_loss tensor(0.5505)  val_loss tensor(0.5796)  tmp_train_acc 0.9068391241863217  tmp_test_acc 0.8795944233206591  test_acc 0.8975918884664131
103 : train_loss tensor(0.5532)  val_loss tensor(0.5895)  tmp_train_acc 0.9081917321836165  tmp_test_acc 0.8795944233206591  test_acc 0.8975918884664131
104 : train_loss tensor(0.5469)  val_loss tensor(0.5764)  tmp_train_acc 0.9075154281849691  tmp_test_acc 0.8864385297845374  test_acc 0.8975918884664131
105 : train_loss tensor(0.5538)  val_loss tensor(0.5794)  tmp_train_acc 0.9092061881815876  tmp_test_acc 0.8889733840304183  test_acc 0.8975918884664131
106 : train_loss tensor(0.5522)  val_loss tensor(0.5823)  tmp_train_acc 0.9091216501817567  tmp_test_acc 0.8849176172370089  test_acc 0.8975918884664131
107 : train_loss tensor(0.5494)  val_loss tensor(0.5791)  tmp_train_acc 0.9074308901851382  tmp_test_acc 0.8879594423320659  test_acc 0.8975918884664131
108 : train_loss tensor(0.5507)  val_loss tensor(0.5787)  tmp_train_acc 0.9060782821878435  tmp_test_acc 0.8864385297845374  test_acc 0.8975918884664131
109 : train_loss tensor(0.5551)  val_loss tensor(0.5803)  tmp_train_acc 0.9064164341871671  tmp_test_acc 0.8801013941698352  test_acc 0.8975918884664131
110 : train_loss tensor(0.5492)  val_loss tensor(0.5778)  tmp_train_acc 0.9086144221827711  tmp_test_acc 0.8828897338403042  test_acc 0.8975918884664131
111 : train_loss tensor(0.5456)  val_loss tensor(0.5722)  tmp_train_acc 0.9105587961788824  tmp_test_acc 0.8907477820025349  test_acc 0.8975918884664131
112 : train_loss tensor(0.5496)  val_loss tensor(0.5694)  tmp_train_acc 0.9119959421760081  tmp_test_acc 0.8902408111533587  test_acc 0.8975918884664131
113 : train_loss tensor(0.5465)  val_loss tensor(0.5806)  tmp_train_acc 0.9096288781807422  tmp_test_acc 0.8864385297845374  test_acc 0.8975918884664131
114 : train_loss tensor(0.5516)  val_loss tensor(0.5864)  tmp_train_acc 0.9080226561839546  tmp_test_acc 0.8790874524714829  test_acc 0.8975918884664131
115 : train_loss tensor(0.5510)  val_loss tensor(0.5840)  tmp_train_acc 0.9086144221827711  tmp_test_acc 0.8821292775665399  test_acc 0.8975918884664131
116 : train_loss tensor(0.5458)  val_loss tensor(0.5735)  tmp_train_acc 0.9112351001775298  tmp_test_acc 0.8897338403041825  test_acc 0.8975918884664131
117 : train_loss tensor(0.5500)  val_loss tensor(0.5827)  tmp_train_acc 0.9124186321751627  tmp_test_acc 0.8871989860583015  test_acc 0.8975918884664131
118 : train_loss tensor(0.5546)  val_loss tensor(0.5801)  tmp_train_acc 0.9094598021810804  tmp_test_acc 0.8887198986058301  test_acc 0.8975918884664131
119 : train_loss tensor(0.5492)  val_loss tensor(0.5728)  tmp_train_acc 0.9060782821878435  tmp_test_acc 0.8849176172370089  test_acc 0.8975918884664131
120 : train_loss tensor(0.5544)  val_loss tensor(0.5857)  tmp_train_acc 0.9057401301885196  tmp_test_acc 0.8780735107731306  test_acc 0.8975918884664131
121 : train_loss tensor(0.5518)  val_loss tensor(0.5787)  tmp_train_acc 0.9068391241863217  tmp_test_acc 0.8836501901140684  test_acc 0.8975918884664131
122 : train_loss tensor(0.5465)  val_loss tensor(0.5804)  tmp_train_acc 0.911066024177868  tmp_test_acc 0.8833967046894804  test_acc 0.8975918884664131
123 : train_loss tensor(0.5456)  val_loss tensor(0.5748)  tmp_train_acc 0.914363006171274  tmp_test_acc 0.8879594423320659  test_acc 0.8975918884664131
124 : train_loss tensor(0.5496)  val_loss tensor(0.5762)  tmp_train_acc 0.9131794741736411  tmp_test_acc 0.888212927756654  test_acc 0.8975918884664131
125 : train_loss tensor(0.5484)  val_loss tensor(0.5793)  tmp_train_acc 0.9103897201792206  tmp_test_acc 0.8849176172370089  test_acc 0.8975918884664131
126 : train_loss tensor(0.5513)  val_loss tensor(0.5818)  tmp_train_acc 0.9082762701834475  tmp_test_acc 0.8839036755386566  test_acc 0.8975918884664131
127 : train_loss tensor(0.5545)  val_loss tensor(0.5909)  tmp_train_acc 0.9037112181925776  tmp_test_acc 0.8752851711026616  test_acc 0.8975918884664131
128 : train_loss tensor(0.5507)  val_loss tensor(0.5830)  tmp_train_acc 0.9039648321920704  tmp_test_acc 0.8808618504435995  test_acc 0.8975918884664131
129 : train_loss tensor(0.5473)  val_loss tensor(0.5767)  tmp_train_acc 0.9115732521768535  tmp_test_acc 0.8884664131812421  test_acc 0.8975918884664131
130 : train_loss tensor(0.5451)  val_loss tensor(0.5733)  tmp_train_acc 0.9127567841744865  tmp_test_acc 0.8904942965779469  test_acc 0.8975918884664131
131 : train_loss tensor(0.5475)  val_loss tensor(0.5769)  tmp_train_acc 0.9120804801758391  tmp_test_acc 0.888212927756654  test_acc 0.8975918884664131
132 : train_loss tensor(0.5532)  val_loss tensor(0.5839)  tmp_train_acc 0.9097979541804041  tmp_test_acc 0.8864385297845374  test_acc 0.8975918884664131
133 : train_loss tensor(0.5536)  val_loss tensor(0.5830)  tmp_train_acc 0.9047256741905486  tmp_test_acc 0.8823827629911281  test_acc 0.8975918884664131
134 : train_loss tensor(0.5533)  val_loss tensor(0.5851)  tmp_train_acc 0.9047256741905486  tmp_test_acc 0.8793409378960709  test_acc 0.8975918884664131
135 : train_loss tensor(0.5443)  val_loss tensor(0.5718)  tmp_train_acc 0.9090371121819256  tmp_test_acc 0.888212927756654  test_acc 0.8975918884664131
136 : train_loss tensor(0.5468)  val_loss tensor(0.5742)  tmp_train_acc 0.9124186321751627  tmp_test_acc 0.8922686945500634  test_acc 0.8975918884664131
137 : train_loss tensor(0.5476)  val_loss tensor(0.5733)  tmp_train_acc 0.9114887141770226  tmp_test_acc 0.8925221799746514  test_acc 0.8975918884664131
138 : train_loss tensor(0.5478)  val_loss tensor(0.5795)  tmp_train_acc 0.9103051821793896  tmp_test_acc 0.885171102661597  test_acc 0.8975918884664131
139 : train_loss tensor(0.5541)  val_loss tensor(0.5887)  tmp_train_acc 0.906585510186829  tmp_test_acc 0.8801013941698352  test_acc 0.8975918884664131
140 : train_loss tensor(0.5500)  val_loss tensor(0.5822)  tmp_train_acc 0.9077690421844619  tmp_test_acc 0.8801013941698352  test_acc 0.8975918884664131
141 : train_loss tensor(0.5489)  val_loss tensor(0.5805)  tmp_train_acc 0.9092061881815876  tmp_test_acc 0.881875792141952  test_acc 0.8975918884664131
142 : train_loss tensor(0.5449)  val_loss tensor(0.5737)  tmp_train_acc 0.9124186321751627  tmp_test_acc 0.8846641318124208  test_acc 0.8975918884664131
143 : train_loss tensor(0.5515)  val_loss tensor(0.5747)  tmp_train_acc 0.9119959421760081  tmp_test_acc 0.8887198986058301  test_acc 0.8975918884664131
144 : train_loss tensor(0.5521)  val_loss tensor(0.5758)  tmp_train_acc 0.9092061881815876  tmp_test_acc 0.8907477820025349  test_acc 0.8975918884664131
145 : train_loss tensor(0.5480)  val_loss tensor(0.5789)  tmp_train_acc 0.9090371121819256  tmp_test_acc 0.8839036755386566  test_acc 0.8975918884664131
146 : train_loss tensor(0.5518)  val_loss tensor(0.5877)  tmp_train_acc 0.9086989601826021  tmp_test_acc 0.881875792141952  test_acc 0.8975918884664131
147 : train_loss tensor(0.5460)  val_loss tensor(0.5801)  tmp_train_acc 0.9086144221827711  tmp_test_acc 0.8833967046894804  test_acc 0.8975918884664131
148 : train_loss tensor(0.5464)  val_loss tensor(0.5780)  tmp_train_acc 0.9123340941753318  tmp_test_acc 0.8884664131812421  test_acc 0.8975918884664131
149 : train_loss tensor(0.5489)  val_loss tensor(0.5722)  tmp_train_acc 0.9113196381773607  tmp_test_acc 0.8902408111533587  test_acc 0.8975918884664131
150 : train_loss tensor(0.5498)  val_loss tensor(0.5745)  tmp_train_acc 0.9108969481782061  tmp_test_acc 0.8920152091254753  test_acc 0.8975918884664131
151 : train_loss tensor(0.5526)  val_loss tensor(0.5706)  tmp_train_acc 0.908783498182433  tmp_test_acc 0.8925221799746514  test_acc 0.8975918884664131
152 : train_loss tensor(0.5448)  val_loss tensor(0.5747)  tmp_train_acc 0.909882492180235  tmp_test_acc 0.8874524714828897  test_acc 0.8975918884664131
153 : train_loss tensor(0.5479)  val_loss tensor(0.5852)  tmp_train_acc 0.9092061881815876  tmp_test_acc 0.8846641318124208  test_acc 0.8975918884664131
154 : train_loss tensor(0.5462)  val_loss tensor(0.5937)  tmp_train_acc 0.9118268661763462  tmp_test_acc 0.876552598225602  test_acc 0.8975918884664131
155 : train_loss tensor(0.5489)  val_loss tensor(0.5965)  tmp_train_acc 0.9112351001775298  tmp_test_acc 0.8775665399239544  test_acc 0.8975918884664131
156 : train_loss tensor(0.5526)  val_loss tensor(0.6033)  tmp_train_acc 0.9071772761856455  tmp_test_acc 0.8709759188846641  test_acc 0.8975918884664131
157 : train_loss tensor(0.5499)  val_loss tensor(0.5882)  tmp_train_acc 0.9067545861864909  tmp_test_acc 0.8773130544993663  test_acc 0.8975918884664131
158 : train_loss tensor(0.5509)  val_loss tensor(0.5739)  tmp_train_acc 0.9066700481866599  tmp_test_acc 0.8887198986058301  test_acc 0.8975918884664131
159 : train_loss tensor(0.5492)  val_loss tensor(0.5637)  tmp_train_acc 0.9101361061797277  tmp_test_acc 0.8955640050697086  test_acc 0.8975918884664131
160 : train_loss tensor(0.5534)  val_loss tensor(0.5708)  tmp_train_acc 0.9095443401809113  tmp_test_acc 0.8910012674271229  test_acc 0.8975918884664131
161 : train_loss tensor(0.5483)  val_loss tensor(0.5745)  tmp_train_acc 0.9081917321836165  tmp_test_acc 0.8879594423320659  test_acc 0.8975918884664131
162 : train_loss tensor(0.5494)  val_loss tensor(0.5769)  tmp_train_acc 0.9071772761856455  tmp_test_acc 0.8826362484157161  test_acc 0.8975918884664131
163 : train_loss tensor(0.5488)  val_loss tensor(0.5917)  tmp_train_acc 0.9070927381858145  tmp_test_acc 0.8757921419518376  test_acc 0.8975918884664131
164 : train_loss tensor(0.5506)  val_loss tensor(0.5882)  tmp_train_acc 0.9106433341787133  tmp_test_acc 0.8856780735107731  test_acc 0.8975918884664131
165 : train_loss tensor(0.5469)  val_loss tensor(0.5844)  tmp_train_acc 0.9116577901766845  tmp_test_acc 0.8816223067173637  test_acc 0.8975918884664131
166 : train_loss tensor(0.5495)  val_loss tensor(0.5885)  tmp_train_acc 0.9119959421760081  tmp_test_acc 0.8844106463878327  test_acc 0.8975918884664131
